"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",81,19080
"2",2,"Der nächste Redner für die CDU/CSU-Fraktion:","","","01",81,19080
"3",3," der Kollege Marian Wendt.","","","02",81,19080
"4",4," Marian Wendt:","","","03",81,19080
"5",5,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Ich glaube, die Debatte hat wieder eins gezeigt:","","","04",81,19080
"6",6," Die AfD hat mächtig Angst; denn ihr bisheriges Feindbild, auf das Sie sich eingeschworen haben, ist bald nicht mehr da.","","","05",81,19080
"7",7," Spätestens 2021 wird Frau Merkel nicht mehr Kanzlerin sein; das hat sie selber gesagt.","","","06",81,19080
"8",8," Und Sie haben Angst — das haben Ihre Reden gezeigt -; denn Sie wissen eins:","","","07",81,19080
"9",9," Die Werkstattgesprache der CDU waren ein großer Erfolg.","","","08",81,19080
"10",10," Über Unionsgrenzen hinweg hatten sie eine Strahlkraft, von der wir profitieren werden.","","","09",81,19080
"11",11," Marian WendtDeswegen haben Sie Angst.","","","10",81,19080
"12",12," Das zeigt uns:","","","11",81,19080
"13",13," Wir als Union sind auf dem richtigen Weg.","","","12",81,19080
"14",14," Wir haben ein Zeichen gesetzt, dass es innerhalb der Union eine hohe Debattenkultur gibt.","","","13",81,19080
"15",15," Ich glaube, wir sind uns einig:","","","14",81,19080
"16",16," Die Situation aus 2015 darf und wird sich nicht wiederholen.","","","15",81,19080
"17",17," Nun ist es so, dass wir kritikfähig sind.","","","16",81,19080
"18",18," Wir haben aus dem Jahr, in dem diese Ereignisse geschehen sind — 2015 ist immer das Sinnbild —, bereits Lehren gezogen.","","","17",81,19080
"19",19," Ich darf das noch mal in Erinnerung rufen - Zeit ist ja vergänglich —:","","","18",81,19080
"20",20,"2015 trat das Asylpaket I in Kraft.","","","19",81,19080
"21",21," Länder und Kommunen wurden entlastet, Asylverfahren beschleunigt und Fehlanreize deutlich reduziert.","","","20",81,19080
"22",22," Im Februar 2016 kam das Datenaustauschverbesserungsgesetz, ein Novum in unserer Bundesrepublik:","","","21",81,19080
"23",23," medienbruchfreie Kommunikation, Einführung des Ankunftsnachweises, Digitalisierung des Asylverfahrens mit komplett neuer Hard- und Software.","","","22",81,19080
"24",24,"Asylpaket II 2016 - hört! hört! -:","","","23",81,19080
"25",25," die Bundespolizeibei der Passersatzbeschaffung gestärkt, Familiennachzug für sekundär Geschützte gedeckelt.","","","24",81,19080
"26",26,"Ich erinnere auch an die Einführung der Obergrenze, die wir im August 2018 beschlossen haben.","","","25",81,19080
"27",27," Die freiwillige Rückkehr wurde angekurbelt.","","","26",81,19080
"28",28," — Schauen Sie sich die Zahlen an.","","","27",81,19080
"29",29," Ich weiß, Sie argumentieren meistens faktenbefreit, aber als Union halten wir uns an die Wahrheit und die reinen Fakten.","","","28",81,19080
"30",30," Wir haben die Aufnahmebereitschaft der Herkunftsländer an die Entwicklungshilfe gekoppelt.","","","29",81,19080
"31",31," Und — hört! hört! — das hat sogar zu Erfolgen geführt.","","","30",81,19080
"32",32," Das mag Ihnen nicht schmecken.","","","31",81,19080
"33",33," Ich möchte Ihnen nur einmal die Zahlen sagen.","","","32",81,19080
"34",34," Asyl anträge 2015:","","","33",81,19080
"35",35," 476 000; 2016:","","","34",81,19080
"36",36," 722 000.","","","35",81,19080
"37",37," Aber — da fangen unsere Maßnahmen an zu wirken —2017:","","","36",81,19080
"38",38," nur noch 198 000 Asylanträge.","","","37",81,19080
"39",39," Das heißt eine Reduzierung um über 500 000 Asylanträge innerhalb eines Jahres.","","","38",81,19080
"40",40,"Und 2018:","","","39",81,19080
"41",41," 161 000 Asylanträge in unserem Land.","","","40",81,19080
"42",42," Das heißt, wir als Große Koalition sind auf einem guten Weg und werden ihm weiter folgen.","","","41",81,19080
"43",43," Nun haben wir das Werkstattgespräch durchgeführt; denn wir blicken auch in die Zukunft.","","","42",81,19080
"44",44," Wir wissen, dass wir auch weiterhin einem erhöhten Flüchtlingsdruck ausgesetzt sind.","","","43",81,19080
"45",45," Deswegen haben wir einen strategischen Blick dafür entwickelt.","","","44",81,19080
"46",46," Für uns als Union ist klar:","","","45",81,19080
"47",47," Asylpolitisch sind eben Lesbos, Gibraltar und Sizilien Deutschlands Außengrenze.","","","46",81,19080
"48",48," Ich bin der Meinung:","","","47",81,19080
"49",49," Wir müssen es schaffen, die Zahl von aktuell 500 Asylanträgen pro Tag weiter zu reduzieren.","","","48",81,19080
"50",50," Aus unserer Sicht wäre es sehr hilfreich — wir setzen uns als Union dafür ein —, dass Georgien und die Maghreb-Staaten als sichere Herkunftsländer eingestuft werden.","","","49",81,19080
"51",51,"Wenn wir von Zivilgesellschaft und Rechtsstaat sprechen, liebe Grünen, wäre es wirklich von Vorteil, wenn wir diesen Rechtsstaat auch einmal durchsetzen und die Menschen, die nun wirklich gar keine Aussicht auf Asyl haben — die Ergebnisse der Bescheide belegen das ja —, abschieben.","","","50",81,19080
"52",52," Wir müssen dem einen klaren Riegel vorschieben und die Rechtsstaatlichkeit wiederherstellen.","","","51",81,19080
"53",53," Deswegen unsere Aufforderung:","","","52",81,19080
"54",54," Stimmen Sie unserem Gesetzentwurf zur Einstufung als sichere Herkunftsstaaten im Bundesrat zu.","","","53",81,19080
"55",55," Meine Damen und Herren, ich kann es nur noch einmal kursorisch sagen; denn wir debattieren hier jede Woche über dieses Thema.","","","54",81,19080
"56",56," Wir haben einen Masterplan des Bundesinnenministers, der in der Umsetzung ist.","","","55",81,19080
"57",57," Wir haben die AnKER-Zentren eröffnet.","","","56",81,19080
"58",58," Für uns als Union ist vollkommen klar:","","","57",81,19080
"59",59," Im AnKER-Zentrum wird das Verfahren durchgeführt, und man verlässt das AnKER-Zentrum entweder, weil man ein Bleiberecht hat — dann geht manMarian Wendtzur Integration in die Kommunen -, oder, weil man abgeschoben wird und ins Heimatland zurückkehrt.","","","58",81,19080
"60",60," An diesem Ziel arbeiten wir weiter.","","","59",81,19080
"61",61,"Wir arbeiten an der Verringerung der Unterschiede in der Asylpraxis zwischen den Bundesländern.","","","60",81,19080
"62",62," Wir arbeiten an der Beseitigung der unzureichenden Digitalisierung im Asylverfahren.","","","61",81,19080
"63",63," Und:","","","62",81,19080
