"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",10,19125
"2",2," Nächster Redner ist der Kollege Alexander Dobrindt, CDU/CSU.","","","01",10,19125
"3",3," Alexander Dobrindt:","","","02",10,19125
"4",4,"Herr Präsident! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Die Bilder, die wir alle vor Augen haben, die tanzenden Frauen und Männer auf der Berliner Mauer, die sich umarmenden Menschen, die den größten Glücksmoment der deutschen Geschichte so miterlebt haben, meine Damen und Herren, das sind diejenigen, derer wir heute gedenken, mit denen wir heute feiern.","","","03",10,19125
"5",5," Der Mut der Demonstranten in Leipzig, in Berlin und anderen ostdeutschen Städten, der Aufstand der vielen gegen das Unrechtsregime der wenigen, mit Worten statt Waffen, mit Gebeten statt Gewalt — das war der größte Glücksmoment und ein Segen für die deutsche Geschichte, meine Damen und Herren.","","","04",10,19125
"6",6," Alexander DobrindtGleichzeitig wehren wir uns entschieden gegen alle Versuche, die Geschichte umzuinterpretieren und ins Gegenteil zu verkehren.","","","05",10,19125
"7",7," Deswegen sage ich auch hier sehr deutlich:","","","06",10,19125
"8",8," „Wir sind das Volk“, das war ein Satz, der Mauern eingerissen hat und zusammengeführt hat, und wir dürfen nicht akzeptieren, dass er missbraucht wird und wieder neue Mauern errichten sowie spalten soll.","","","07",10,19125
"9",9," Das sind wir der Bürgerrechtsbewegung schuldig, meine Damen und Herren.","","","08",10,19125
"10",10," Zur historischen Betrachtung gehört natürlich auch dazu, dass nicht alle im Westen die Wiedervereinigung so intensiv begleitet haben oder gar daran geglaubt haben.","","","09",10,19125
"11",11," Den Versuch der Uminterpretation Deutschlands in eine Nation, zwei Staaten, den es auch gegeben hat, den haben wir nie mitgemacht, den haben wir abgelehnt.","","","10",10,19125
"12",12," Gegen die Festschreibung der Teilung haben wir uns immer gewehrt.","","","11",10,19125
"13",13," Es waren andere, die gesagt haben, dass das verfassungsrechtliche Wiedervereinigungsgebot ein Unglück für das deutsche Volk sei.","","","12",10,19125
"14",14," Was für eine grandiose Fehleinschätzung, meine Damen und Herren! Liebe Kolleginnen und Kollegen, neben vielen Mutigen auf der Straße, neben unseren Nachbarn in Europa, die anfangs ja auch mit Bedenken, aber trotzdem mit Freude die Entwicklungen zur Wiedervereinigung begleitet haben, war es auch Michail Gorbatschow in Moskau und waren es auch die Vereinigten Staaten von Amerika, die die Zeichen der Zeit erkannt und die Wiedervereinigung ermöglicht haben.","","","13",10,19125
"15",15," Und deswegen, um es klar zu sagen:","","","14",10,19125
"16",16," Die deutsche Einheit war nicht nur ein Geschenk Europas an Deutschland, sie war auch ein Geschenk der Vereinigten Staaten von Amerika an Deutschland.","","","15",10,19125
"17",17," Man sollte Jubiläen ja nicht nur feiern, sondern auch realpolitisch die richtigen Schlüsse daraus ziehen.","","","16",10,19125
"18",18," Die Botschaft von 1949 hieß:","","","17",10,19125
"19",19," Nie wieder Faschismus! Die Lehre von 1989 heißt:","","","18",10,19125
"20",20," Nie wieder Kommunismus! Deswegen, liebe Kolleginnen und Kollegen, bekämpfen wir die Extremisten außerhalb und innerhalb der Parlamente.","","","19",10,19125
"21",21," Wir treten dabei übrigens auch den Geschichtsvergessenen und den Relativierern entschlossen entgegen.","","","20",10,19125
"22",22," Denjenigen, die behaupten, „die DDR sei das friedfertigste und menschenfreundlichste Gemeinwesen der deutschen Geschichte gewesen“;denjenigen, die behaupten, es habe nie einen Schießbefehl gegeben, und denjenigen, die behaupten, die DDR sei kein Unrechtsstaat gewesen, denen sage ich klar, meine Damen und Herren:","","","21",10,19125
"23",23," Der Begriff „Unrechtsstaat“ relativiert nicht die Lebensleistung der Ostdeutschen.","","","22",10,19125
"24",24," Er wertschätzt und respektiert die Leistung derjenigen, die diesem Unrechtsregime entgegengetreten sind, es überwunden haben, es zu Fall gebracht haben.","","","23",10,19125
"25",25," Wir alle sind heute die Erben der Einheit.","","","24",10,19125
"26",26," Jeder weiß, dass Erben leichter ist als Erarbeiten.","","","25",10,19125
"27",27," Deswegen — auch das ist von Bedeutung - ist dieses Erbe ein Auftrag.","","","26",10,19125
"28",28," Dieses Erbe ist der Auftrag, die Einheit zu bewahren.","","","27",10,19125
"29",29," Die Einheit unseres Landes ist nicht gesetzt, sie muss immer wieder neu erarbeitet werden.","","","28",10,19125
"30",30," Das ist der Auftrag auch heute.","","","29",10,19125
"31",31,"Danke schön.","","","30",10,19125
"32",32," Präsident Dr.
 Wolfgang ","","","31",10,19125
