"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",44,19081
"2",2," Frau Ministerin, wollen Sie antworten? — Bitte.","","","01",44,19081
"3",3,"Dr.","","","02",44,19081
"4",4," Franziska Giffey, Bundesministerin für Familie, Senioren, Frauen und Jugend:","","","03",44,19081
"5",5,"Wir reden hier über ein Gesetz für die Zukunft und nicht für die Vergangenheit, für Verfahren, die schon laufen, und zwar nach den bisherigen Regeln.","","","04",44,19081
"6",6,"Wir reden davon, dass Ärztinnen und Ärzte in Zukunft wissen, dass sie über die Tatsache informieren dürfen, dass sie Schwangerschaftsabbrüche vornehmen.","","","05",44,19081
"7",7," Das ist ganz klar eine Sicherheit, die alle Ärztinnen und Ärzte in Deutschland haben werden und wir reden auch darüber, dass Ärztinnen und Ärzte in Zukunft wissen, welche Informationen sie auf ihre Internetseite stellen dürfen.","","","06",44,19081
"8",8," Im Beratungsgespräch dürfen sie natürlich auch darüber hinaus informieren.","","","07",44,19081
"9",9," Jeder Arzt, jede Ärztin hat die Freiheit und die Sicherheit, im Beratungsgespräch all das in eigenen Worten zu sagen.","","","08",44,19081
"10",10,"Es geht hier einzig und allein um die Internetinformation.","","","09",44,19081
"11",11," Diese wird zukünftig ganz klar über die Bundeszentrale für gesundheitliche Aufklärung, die Bundesärztekammer und über das BAFZA zur Verfügung gestellt werden.","","","10",44,19081
"12",12," Das heißt, ein Link auf der Homepage des Arztes wird in die Lage versetzen, diese Information zu geben.
 Vizepräsident Wolfgang ","","","11",44,19081
