"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",66,19083
"2",2,"Vielen Dank, Frau Staatssekretärin.","","","01",66,19083
"3",3," — Der nächste Redner ist der Kollege Johannes Vogel für die FDP-Fraktion.","","","02",66,19083
"4",4," Johannes Vogel:","","","03",66,19083
"5",5,"Herr Präsident! Liebe Kolleginnen und Kollegen! Der Zusammenbruch der totalitären Sowjetunion Anfang der 1990er-Jahre war ein Geschenk.","","","04",66,19083
"6",6," Er war ein Geschenk, da er die Befreiung Osteuropas bedeutete.","","","05",66,19083
"7",7," Er hat die friedliche Revolution in der ehemaligen DDR und die Wiedervereinigung Deutschlands ermöglicht, und er war auch der Hintergrund, vor dem das möglich wurde, worüber wir heute reden, nämlich dass Anfang der 1990er-Jahre Jüdinnen und Juden in großer Zahl von Deutschland eingeladen wurden, Mitbürgerinnen und Mitbürger zu werden.","","","06",66,19083
"8",8," Dass diese Einladung in so großer Zahl angenommen wurde, ist ein Geschenk, für das wir alle dankbar sein sollten.","","","07",66,19083
"9",9," Die vielen jüdischen Gemeinden, die es in unserem Land Gott sei Dank wieder gibt, haben von dieser Einwanderung enorm profitiert.","","","08",66,19083
"10",10," Dass es lebendiges jüdisches Leben in Deutschland — auch in so großer Zahl — wieder gibt, ist etwas, wofür wir alle angesichts der Shoah und der schrecklichen Verbrechen, die Deutsche in der Vergangenheit begangen haben, dankbar sein sollten.","","","09",66,19083
"11",11," Daraus folgt dann aber auch Verantwortung.","","","10",66,19083
"12",12," Das gilt gerade dieser Tage, wo neuer und alter Antisemitismus wachsen, wo Bedrohungen und, ganz konkret, tätliche Angriffe zunehmen.","","","11",66,19083
"13",13," Das heißt für mich und für uns als Freie Demokraten dreierlei:","","","12",66,19083
"14",14," erstens Härte des Rechtsstaats gegenüber den Tätern, zweitens unser aller Widerspruch im Alltag gegen Antisemitismus und drittens ein klares politisches Bekenntnis zum jüdischen Leben in Deutschland.","","","13",66,19083
"15",15," Dazu können wir mit dem Thema, über das wir heute reden, zumindest einen kleinen Beitrag leisten.","","","14",66,19083
"16",16," Denn in der Tat:","","","15",66,19083
"17",17," Über 200 000 Jüdinnen und Juden sind seit Anfang der 1990er-Jahre zu uns nach Deutschland gekommen.","","","16",66,19083
"18",18," Anders als bei anderen Staaten mit derart organisierter Einwanderung ist es eben wirklich ein Problem, dass es nicht, wie zum Beispiel mit der Türkei und anderen Ländern, ein S gibt und dass deswegen Beschäftigungszeiten i in der ehemaligen Sowjetunion hier für die Rente nicht angerechnet wer en.","","","17",66,19083
"19",19," Liebe Kolleginnen und Kollegen, wenn dann trotz langem Arbeitsleben häufig Grundsicherungsbezug die Regel ist — und das bei Menschen, die ganz gezielt, ganz besonders und ganz zu Recht auch in sehr hohem Alter nach Deutschland eingeladen wurden -, dann ist das ein Problem, das wir nach unserer Überzeugung angehen müssen.","","","18",66,19083
"20",20," Deshalb legen wir drei Oppositionsfraktionen hier heute einen interfraktionellen Antrag vor.","","","19",66,19083
"21",21," Es wurde schon gesagt:","","","20",66,19083
"22",22," In der Tat, gerade in der Rentenpolitik könnten wir oft nicht weiter auseinanderliegen.","","","21",66,19083
"23",23," — Das hier ist aber ein Thema der besonderen Art; denn für uns ist jüdisches Leben in Deutschland kein Thema des Parteienwettbewerbs, sondern der Staatsräson und deshalb ein besonderes Thema, das deshalb auch besonderer Maßnahmen bedarf.","","","22",66,19083
"24",24," In der Tat sind unterschiedliche Lösungen denkbar.","","","23",66,19083
"25",25," Ja, wir Freie Demokraten glauben auch, dass in Abwägung dieses schwierigen Themas die Fondslösung wahrscheinlich die beste Lösung ist.","","","24",66,19083
"26",26," Lieber Kollege Max Straubinger, dass dagegen keine grundlegenden Bedenken bestehen können, zeigt der Koalitionsvertrag; denn schon da wird eine Fondslösung adressiert.","","","25",66,19083
"27",27," Das heißt, möglich muss es sein, wenn bisher auch nur als Prüfauftrag.","","","26",66,19083
"28",28,"Ich will für alle drei Antragsteller, glaube ich, sagen — das haben wir gestern auch bei der Vorstellung klar gesagt -:","","","27",66,19083
"29",29," Wir alle sind bereit, auch einem Modell zuzustimmen, das wir möglicherweise nicht präferieren.","","","28",66,19083
"30",30," Nur ein einziger Weg darf keine Option sein, nämlich weiteres Nichthandeln.","","","29",66,19083
"31",31," Das Thema ist lange bekannt, in der Tat.","","","30",66,19083
"32",32," Die Betroffenen sind teils hochbetagt.","","","31",66,19083
"33",33," Es eilt.","","","32",66,19083
"34",34," Liebe Kolleginnen und Kollegen von der Bundesregierung, liebe Kerstin Griese, liebe Kolleginnen und Kollegen von der Koalition, wir drei Oppositionsfraktionen sagen Ihnen heute jede konstruktive Unterstützung bei dem Thema zu.","","","33",66,19083
"35",35," Wir fordern Sie aber auch auf:","","","34",66,19083
"36",36," Handeln Sie, und zwar bald! Vizepräsident Dr.
 Hans-Peter ","","","35",66,19083
