"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",42,19086
"2",2,"Vielen Dank, Ministerin Giffey.","","","01",42,19086
"3",3," — Nächster Redner in der Debatte:","","","02",42,19086
"4",4," Martin Reichardt für die AfD-Fraktion.","","","03",42,19086
"5",5," Martin Reichardt:","","","04",42,19086
"6",6,"Frau Präsidentin! Sehr geehrte Damen und Herren! Wir reden heute über den Gesetzentwurf zur Teilzeitmöglichkeit von unter 27-Jährigen im Bundesfreiwilligendienst und über den Antrag der FDP mit der Zielgruppe Senioren.","","","05",42,19086
"7",7," In der Debatte um die Wiedereinführung der allgemeinen Dienstpflicht warf Herr Lindner der CDU seinerzeit fehlendes Verständnis für die jüngere Generation vor.","","","06",42,19086
"8",8," Der jetzt vorliegende Antrag dokumentiert das fehlende Verständnis der FDP für die ältere Generation.","","","07",42,19086
"9",9," Eine Forderung aus dem Antrag lautet — ich zitiere —, „das Informationsangebot über ein freiwilliges Engagement für Seniorinnen und Senioren transparenter, einfacher zugänglich und verständlicher zu gestalten“.","","","08",42,19086
"10",10," Ihr Fraktionskollege Wolfgang Kubicki, den ich, durchaus mit Respekt und ohne despektierlich zu sein, als Senior bezeichnen würde, würde Ihnen vermutlich klare Worte sagen, wenn Sie ihm Leichte Sprache würden verordnen wollen.","","","09",42,19086
"11",11," Vielleicht ist das ein Grund dafür, dass er diesen altersdiskriminierenden Antrag nicht mit unterzeichnetat.","","","10",42,19086
"12",12,"Zudem zeichnen Sie ein falsches Bild unserer Senioren.","","","11",42,19086
"13",13," Lediglich 463 sind deutschlandweit im Bundesfreiwilligendienst tätig, dafür aber engagieren sich 23 Prozent der über 70-Jährigen im Ehrenamt.","","","12",42,19086
"14",14," Sie liegen damit an der Spitze beim bürgerschaftlichen Engagement.","","","13",42,19086
"15",15," Dafür gebühren diesen Senioren der Dank dieses Hauses und der Dank unseres Landes und keine altersdiskriminierenden Anträge einer Hipster-Partei, liebe Freunde.","","","14",42,19086
"16",16," Nun zum Gesetzentwurf der Regierung.","","","15",42,19086
"17",17," Die Einführung einer Teilzeitmöglichkeit im Bundesfreiwilligendienst ist eine technische Regelung, gegen die man kaum etwas einwenden kann und die wir befürworten.","","","16",42,19086
"18",18," Einwände haben wir allerdings dagegen, dass Frau Ministerin Giffey wieder ihre linke Krake „Demokratie leben!“ den Freiwilligendienst pädagogisch begleiten lässt.","","","17",42,19086
"19",19," Martin ReichardtGanze 25 Tage müssen die Teilnehmer in einem Bildungszentrum des Bundes verbringen.","","","18",42,19086
"20",20," Diese Bildungszentren haben eine eindeutige Ausrichtung.","","","19",42,19086
"21",21," So liest man auf der Homepage des Bundesfreiwilligendienstes:","","","20",42,19086
"22",22,"Unsere Bildungsarbeit wird durch die Kooperation mit Projektpartnern des Bundesprogramms Demokratie leben! bereichert.","","","21",42,19086
"23",23," Danach folgt die übliche Auflistung aller möglichen Programme gegen rechts.","","","22",42,19086
"24",24," Daran erkennt man die fehlende Neutralität.","","","23",42,19086
"25",25," Frau Ministerin Giffey hat betont, „Demokratie leben!“ sei eine neutrale Stütze unserer Zivilgesellschaft.","","","24",42,19086
"26",26," Genau das ist nachweislich nicht der Fall.","","","25",42,19086
"27",27," Außerdem vermittelt Frau Giffey den Eindruck, dass es ohne die fleißigen Mitarbeiter von „Demokratie leben!“ den Menschen in Deutschland gar nicht mehr möglich wäre, Demokratie richtig zu praktizieren.","","","26",42,19086
"28",28," Die extrem linkslastige pädagogische Zwangsbegleitung der Freiwilligendienste ist eine Misstrauenserklärung gegenüber Vereinen, Institutionen und Elternhäusern, und wir lehnen sie ab.","","","27",42,19086
"29",29," In Vereinen wird Demokratie gelebt, ganz ohne Programme von links.","","","28",42,19086
"30",30,"Die AfD steht übrigens für die Wiedereinführung der Wehrpflicht und für die Einführung einer allgemeinen Dienstpflicht für alle, die nicht Mütter sind.","","","29",42,19086
"31",31," Die allgemeine Dienstpflicht ist ein Dienst an der Gesellschaft und an Deutschland.","","","30",42,19086
"32",32," Die allgemeine Dienstpflicht steht für Miteinander und gelebte Demokratie.","","","31",42,19086
"33",33," Da stehen alle Bürger in der Verantwortung, kein abstrakter Staat und schon gar keine weltfremde Bundesregierung.","","","32",42,19086
"34",34," Die „Fridays for Future“-Demonstrationen haben gezeigt, dass die Jugend in Deutschland bereit ist, Verantwortung zu tragen und sich zu engagieren.","","","33",42,19086
"35",35," Aufgabe einer verantwortungsvollen Politik ist es aber, dafür Sorge zu tragen, dass das Engagement der Jugend nicht in die Fänge der grünen Klimasekte gerät,einer Sekte, in der gewissenlose Gurus wie Herr Habeck, Frau Baerbock oder auch Frau Roth unsere Jugend mit irrationalen Klimaängsten für linksextreme Gesellschaftsmodelle gefügig machen wollen.
 Vizepräsidentin Claudia ","","","34",42,19086
