"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",47,19089
"2",2," Für die AfD hat das Wort der Kollege Stefan Keuter.","","","01",47,19089
"3",3," Stefan Keuter:","","","02",47,19089
"4",4,"Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Das deutsche Steuerrecht ist bekanntlich eines der weltweit kompliziertesten.","","","03",47,19089
"5",5," Böse Zungen sagen sogar, dass 80 Prozent der weltweiten Steuerliteratur aus Deutschland kommen, obwohl hier nur 2 Prozent der weltweiten Steuerzahler beheimatet sind.","","","04",47,19089
"6",6," Die Umsatzsteuer mit ihren Ausnahmeregelungen mutet hier bislang sehr skurril an.","","","05",47,19089
"7",7," Schauen wir uns einmal ein jedes Jahr wiederkehrendes Beispiel an:","","","06",47,19089
"8",8," Weihnachtsbäume.","","","07",47,19089
"9",9," Sie kaufen einen Weihnachtsbaum — dieser ist bereits geschmückt — oder einen Kunstweihnachtsbaum:","","","08",47,19089
"10",10," Sie zahlen 19 Prozent Umsatzsteuer darauf.","","","09",47,19089
"11",11," Wenn dieser Weihnachtsbaum artgerecht gehalten wurde und von einem Gewerbetreibenden kommt oder einem nicht pauschalierenden Landwirt, zahlen Sie 7 Prozent Umsatzsteuer.","","","10",47,19089
"12",12," Sobald dieser Landwirt pauschalierend ist, zahlen Sie 5,5 Prozent Umsatzsteuer, wenn dieser Baum in der freien Wildbahn gewachsen ist.","","","11",47,19089
"13",13," Sie zahlen 10,7 Prozent, wenn er aus einer Großkultur stammt.","","","12",47,19089
"14",14,"Andere Beispiele:","","","13",47,19089
"15",15," Wir haben 7 Prozent Umsatzsteuer auf Kartoffeln, aber 19 Prozent auf Süßkartoffeln.","","","14",47,19089
"16",16," Stefan Keuter7 Prozent auf Obst, 19 Prozent auf Obstsaft.","","","15",47,19089
"17",17," 7 Prozent auf Kuhmilch, 19 Prozent auf Sojamilch.","","","16",47,19089
"18",18," 7 Prozent auf Schnittblumen, 19 Prozent auf Topfblumen.","","","17",47,19089
"19",19," 7 Prozent auf Hundekekse, 19 Prozent auf Kinderkekse und Babynahrung.","","","18",47,19089
"20",20," 7 Prozent auf Zeitschriften, 19 Prozent auf Kinderwindeln.","","","19",47,19089
"21",21," — Sie sehen, worauf ich hinauswill.","","","20",47,19089
"22",22,"Noch absurder wird es zum Beispiel beim Kauf von Reitpferden.","","","21",47,19089
"23",23," Hier haben wir 7 Prozent Mehrwertsteuer.","","","22",47,19089
"24",24," Warum? Weil man diese Pferde theoretisch auch essen kann.","","","23",47,19089
"25",25," Ernsthafte Versuche, die Mehrwertsteuer zu reformieren, hat es seitens der Bundesregierung nicht gegeben.","","","24",47,19089
"26",26," Gut, wir sehen mal von dem erfolglosen Wurf bei den Hotelübernachtungen - dies war eher Lobbypolitik — und der Trennung von Übernachtungs- und Verpflegungsleistungen ab.","","","25",47,19089
"27",27," Da es seit Jahren nicht möglich zu sein scheint, einen großen Wurf bei der Umsatzsteuer zu machen, lassen Sie uns zunächst die Interessen der Familien stärken.","","","26",47,19089
"28",28," Uns allen ist das demografische Problem bekannt.","","","27",47,19089
"29",29," Manche von Ihnen wollen es lösen, indem man alleinreisende junge Männer mit schlechtem Bildungsstand aus kulturfremden Ländern illegal ins Land schleust.","","","28",47,19089
"30",30," :","","","29",47,19089
"31",31," Uh!)Wir wollen die hier lebenden Familien mit ihren Kindern unterstützen.","","","30",47,19089
"32",32," — Ja, da können Sie sich ruhig beklagen und blöd schauen.","","","31",47,19089
"33",33," Dem ist so.","","","32",47,19089
"34",34,"Die Mehrwertsteuer auf Produkte und Dienstleistungen mit direktem Bezug zur Erziehung, Betreuung und Pflege von Kindern wollen wir auf 7 Prozent reduzieren.","","","33",47,19089
"35",35," Im Gegenzug sollen Produkte, die keinen erkennbaren Bezug zur Grundsicherung haben, mit dem vollen Umsatzsteuersatz belegt werden.","","","34",47,19089
"36",36," Warum werden zum Beispiel Eis, Gummibärchen, Kartoffelchips, Riesengarnelen oder Wachteleier mit einem geringeren Steuersatz belegt,wahrend Mineralwasser, Obstsaft oder Babywindeln mit 19 Prozent belegt werden? Lassen Sie uns diesen Irrsinn beenden und an dieser Stelle einen mutigen Anfang machen.","","","35",47,19089
"37",37," Vielen Dank, meine Damen und Herren.","","","36",47,19089
"38",38,"Vizepräsident Dr.
 Hans-Peter ","","","37",47,19089
