"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",68,19101
"2",2,"Vielen Dank.","","","01",68,19101
"3",3," — Nächster Redner in der Debatte ist der Abgeordnete Dr.","","","02",68,19101
"4",4," Götz Frömming für die Fraktion der AD.","","","03",68,19101
"5",5," Dr.","","","04",68,19101
"6",6," Götz Frömming:","","","05",68,19101
"7",7,"Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Sehr geehrte Frau Ministerin Karliczek, Sie nehmen Milliarden in die Hand, verteilen viel Geld, und trotz allem reißt die Kritik an Ihnen nicht ab.","","","06",68,19101
"8",8," Die Linke, die SPD, die Grünen, die FDP und die „heute-show“ — alle gemeinsam gegen Karliczek.","","","07",68,19101
"9",9," Welches Spiel wird hier eigentlich gespielt? Wer ist denn, meine Damen und Herren, für die Bildungspolitik in den Ländern verantwortlich? In den meisten Bundesländern wird die Bildungspolitik seit Jahren von Rot-Grün verantwortet.","","","08",68,19101
"10",10," Wer hat denn erst kürzlich den Rotstift in die Hand genommen und bei Bildung und Forschung angesetzt, obwohl sie im Wahlkampf landauf, landab versprochen haben, mehr für die Bildung zu tun? Das waren die SPD und Herr Scholz.","","","09",68,19101
"11",11," Wer hat denn, meine Damen und Herren, beim DigitalPakt und beim Pakt für die Hochschulen darauf gedrängt, dass der Bund den Ländern Milliarden auch ohne ausreichende Kontroll- und Steuerungsrechte überweist? Der Bundesrechnungshof hat das zu Recht jüngst kritisiert.","","","10",68,19101
"12",12," War das Frau Karliczek alleine? Nein, das waren Sie alle miteinander.","","","11",68,19101
"13",13," Und Sie alle miteinander rufen jetzt:","","","12",68,19101
"14",14," HaltetDr.","","","13",68,19101
"15",15," Götz Frömmingden Dieb! — Das, meine Damen und Herren, ist mir zu billig, das ist der AfD-Fraktion zu billig.","","","14",68,19101
"16",16," Ähnlich ist es beim BAföG.","","","15",68,19101
"17",17," Da beklagen Sie bürokratische Hürden.","","","16",68,19101
"18",18," Aber als Sie selbst in Regierungsverantwortung waren und die Chance hatten, diese abzubauen, haben Sie es da getan? Nein.","","","17",68,19101
"19",19," Das BAföG ist nach wie vor ein Bürokratiemonster, das potenzielle Antragsteller abschreckt mit dem Ergebnis, dass heute nur jeder fünfte anspruchsberechtigte Student überhaupt einen Antrag stellt.","","","18",68,19101
"20",20," Das, meine Damen und Herren, ist ein Armutszeugnis für das BAföG.","","","19",68,19101
"21",21," Wären wir nicht der Bundestag, sondern ein Unternehmen, müssten wir uns dann nicht alle miteinander fragen, warum das Produkt BAföG immer weniger nachgefragt wird? Wer den Einundzwanzigsten BAf6G-Bericht aus dem Jahr 2017 einmal zur Hand nimmt oder sich bei den Studenten umhört, der stellt fest, dass es neben dem schon genannten bürokratischen Aufwand noch einen weiteren wichtigen Grund gibt, warum das BAföG zum Ladenhüter wurde:","","","20",68,19101
"22",22," Die neue Studentengeneration will sich nicht verschulden, und sie will möglichst unabhängig sein, gerade auch, was die Finanzierung des Studiums betrifft.","","","21",68,19101
"23",23," Ich finde, das ist auch ihr gutes Recht.","","","22",68,19101
"24",24," Das Verwaltungsmonster BAföG nimmt darauf auch in der uns heute vorliegenden Form keine Rücksicht.","","","23",68,19101
"25",25," Frau Karliczek, an dieser Stelle sind Sie leider zu kurz gesprungen.","","","24",68,19101
"26",26," Wir finden, das BAföG darf eben keine Hürde sein, sondern es muss ein Sprungbrett für einen erfolgreichen akademischen Abschluss des Studiums und eben auch der Berufsausbildung sein.","","","25",68,19101
"27",27,"Wir finden auch, dass es durchaus in Ordnung ist, wenn Studenten einem Nebenjob nachgehen.","","","26",68,19101
"28",28," Nur, der Nebenjob darf eben nicht zum Hauptjob werden.","","","27",68,19101
"29",29," Studenten sind Lernende und keine Arbeitnehmer.","","","28",68,19101
"30",30," An dieser Stelle sage ich:","","","29",68,19101
"31",31," Wehret den Anfängen! Liebe FDP, da müssen wir aufpassen.","","","30",68,19101
"32",32,"Wir sehen das BAföG weiterhin als eine Sozialleistung für all diejenigen, die von ihren Familien nicht ausreichend unterstützt werden können.","","","31",68,19101
"33",33," Deshalb hält die AfD-Fraktion an einem eltern- und einkommensunabhängigen BAföG fest.","","","32",68,19101
"34",34," Wir können und dürfen es uns nicht leisten, mit dem BAföG Kinder aus wohlhabenden Familien zu finanzieren.","","","33",68,19101
"35",35," Das, meine Damen und Herren, wäre auch dem Steuerzahler nur schwer vermittelbar.
 Vizeprasident Thomas ","","","34",68,19101
