"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",84,19077
"2",2," Vielen Dank.","","","01",84,19077
"3",3," — Nächster Redner für die Fraktion der AfD ist der Abgeordnete Steffen Kotre.","","","02",84,19077
"4",4," Steffen Kotré:","","","03",84,19077
"5",5,"Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Nur noch mal zum Verständnis:","","","04",84,19077
"6",6," Habe ich Sie, Herr Krischer, richtig verstanden:","","","05",84,19077
"7",7," Sie bezeichnen die Entschädigungszahlungen an die Unternehmen, denen jetzt mit staatlichen Eingriffen die marktwirtschaftliche Betätigung verwehrt wird, als „Geschenke“? Habe ich das richtig verstanden? Das ist, glaube ich, mangelndes rechtsstaatliches Verständnis.","","","06",84,19077
"8",8," Und Sie, Frau Lay, haben, glaube ich, ein bisschen die Leitungen der Unternehmen versucht zu kriminalisieren.","","","07",84,19077
"9",9," Habe ich das so richtig verstanden? Das ist sehr bedenklich.","","","08",84,19077
"10",10," Das sage ich nur vorab.","","","09",84,19077
"11",11," Sehr geehrte Damen und Herren, mit dem Ausstieg aus der Kohle steigen wir in Deutschland auch aus dem gesunden Menschenverstand aus.","","","10",84,19077
"12",12," Wir hatten eine soziale, verlässliche und wettbewerbsfähige Stromversorgung.","","","11",84,19077
"13",13," Die ist nun leider perdu.","","","12",84,19077
"14",14," Strom wird vermutlich zum Luxusprodukt.","","","13",84,19077
"15",15," Herr Ministerpräsident Woidke aus Brandenburg sagt selbst:","","","14",84,19077
"16",16," Die Kilowattstunde wird 50 Cent kosten.","","","15",84,19077
"17",17," Das bestätigen auch Experten.","","","16",84,19077
"18",18," Aber das ist wahrscheinlich nur die untere Grenze dieser Kosten.","","","17",84,19077
"19",19,"Und mit dem Vorhaben, die Strompreise bzw.","","","18",84,19077
"20",20," indirekt die Unternehmen zu subventionieren, sind wir nun vollends in der Planwirtschaft gelandet.","","","19",84,19077
"21",21,"Herzlichen Dank! Die sozialistische DDR lässt hier grüßen.","","","20",84,19077
"22",22," Ich sehe vor meinem geistigen Auge auch schon die Glückwunschtelegramme aus Kuba, Venezuela und Nordkorea.","","","21",84,19077
"23",23," Herzlichen Dank!Aber, liebe Freunde, wir von der AfD halten an der Kohle fest.","","","22",84,19077
"24",24," Wir sehen keinen einzigen Grund, aus der Kohle auszusteigen; denn ein Ausstieg aus der Kohle ist ökologisch völlig sinnlos.","","","23",84,19077
"25",25," Wir sparen damit keinen CO,-Ausstoß ein.","","","24",84,19077
"26",26," Wir haben, wenn wir aus der Kohle aussteigen, weltweit vielleicht einen Effekt von 0,1 Prozent.","","","25",84,19077
"27",27," Das ist verschwindend gering.","","","26",84,19077
