"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",133,19091
"2",2," Nächste Rednerin in der Debatte ist die Kollegin Susanne Mittag für die Fraktion der SPD.","","","01",133,19091
"3",3," Susanne Mittag:","","","02",133,19091
"4",4,"Danke schön.","","","03",133,19091
"5",5," — Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Sehr geehrte Damen und Herren! Die Polizeiliche Kriminalstatistik ist positiv, die Tendenz ist positiv:","","","04",133,19091
"6",6," Wir haben mehr Sicherheit in Deutschland.","","","05",133,19091
"7",7," Dank auch an alle Umsetzenden; das ist nämlich die Polizei.","","","06",133,19091
"8",8," Das ist alles gesagt worden, und dem kann ich mich nur anschließen.","","","07",133,19091
"9",9," Es ist aber auch nachvollziehbar:","","","08",133,19091
"10",10," Nach Alarmismus — hatten wir gerade mal wieder —, Dramatisierung und teilweise leider auch steigenden PKS-Zahlen in den letzten Jahren führen endlich sinkende Zahlen in diesem Jahr natürlich nicht automatisch zu einem größeren Sicherheitsgefühl.","","","09",133,19091
"11",11," — Tatsächliche Zahlen und Gefühl im Bereich des persönlichen Sicherheitsempfindens haben so gut wie nichts miteinander zu tun.","","","10",133,19091
"12",12,"Ich komme aus einer Stadt, die vor über einem Vierteljahrhundert ziemlich negative PKS-Zahlen hatte.","","","11",133,19091
"13",13," Seither ist die Zahl der Straftaten massiv gesunken.","","","12",133,19091
"14",14," Eine wirklich sehr gute Prävention findet seit Jahrzehnten statt.","","","13",133,19091
"15",15," Trotzdem haben wir dort vor Ort immer noch ein schlechtes Image - ich nenne den Ort gar nicht; sonst geht es gleich weiter —, und vermutlich brauchen wir noch 50 Jahre, um von diesem Image herunterzukommen.","","","14",133,19091
"16",16," Verschlechtern geht schnell, Verbessern dauert sehr, sehr lange.","","","15",133,19091
"17",17," Auch jetzt, bei den verbesserten Zahlen, sind Gründe für Furcht und Verunsicherung im eigenen Umfeld nachvollziehbar; denn zu den Erlebnissen gehören auch niederschwellige Taten, die vielleicht nicht immer erwähnt werden, wie Nötigung, Bedrohung, Beleidigung, Stalking, häusliche Gewalt.","","","16",133,19091
"18",18," Oft sind Frauen davon betroffen; das wird ganz gerne übersehen.","","","17",133,19091
"19",19," Auch wenn es Antragsdelikte sind:","","","18",133,19091
"20",20," Sie werden verfolgt, und sie wirken bei den Betroffenen sehr lange nach.","","","19",133,19091
"21",21,"Allein der Punkt Sachbeschädigung:","","","20",133,19091
"22",22," 560 000 Fälle, und es gibt ein großes Dunkelfeld.","","","21",133,19091
"23",23," „Ach, es hat ja gar keinen Zweck, das anzuzeigen“, so die Antwort.","","","22",133,19091
"24",24," Da ist — immer latent — ein fehlendes Gefühl für die Aufklärung vorhanden; denn nur angezeigte Taten führen dazu, dass überhaupt aufgeklärt wird.","","","23",133,19091
"25",25," Auch das ist ein Beitrag zum fehlenden Sicherheitsgefühl.","","","24",133,19091
"26",26," Aber auch Wohnungseinbruch, entwendete Fahrzeuge — immerhin 30 000, gerne hochwertig — oder auch die 100 000 Fälle Taschendiebstahl, die angezeigt wurden - all das führt zu einer direkten Betroffenheit der Person mit jahrelangen persönlichen Auswirkungen:","","","25",133,19091
"27",27," Die Person denkt immer daran, hat noch jahrelang später das Gefühl, dass bei der Sicherheit etwas schiefgelaufen ist.","","","26",133,19091
"28",28," All das bringt Verunsicherung, und all das ist völlig nachvollziehbar.","","","27",133,19091
"29",29,"Die letztgenannten Delikte gehören oft zur organisierten Kriminalität, und deren Täterstrukturen beziehen sich nicht nur auf Deutschland; das können wir also nicht allein in Deutschland regeln.","","","28",133,19091
"30",30," Es wäre zur Betrachtung der Kriminalitätslage hilfreich gewesen, jetzt schon die Statistik zur organisierten Kriminalität zu haben.","","","29",133,19091
