"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",14,19097
"2",2," Danke sehr, Frau Bundesministerin.","","","01",14,19097
"3",3," — Ich frage noch mal:","","","02",14,19097
"4",4," Gibt es zum Thema Wolf und zum ZusammenlebenPräsident Dr.","","","03",14,19097
"5",5," Wolfgang Schäublevon Menschen, Schafen und Wölfen weitere Fragen? — Herr Kollege Hilse.","","","04",14,19097
"6",6,"Karsten Hilse:","","","05",14,19097
"7",7,"Sie haben gerade gesagt, der Erhaltungszustand der Population sei noch nicht erreicht.","","","06",14,19097
"8",8," Das Problem ist ja, dass man so tut, als sei das eine eigene Population; aber es gibt Zigtausende Wölfe in Europa, in angrenzenden Gebieten usw.","","","07",14,19097
"9",9," usf.","","","08",14,19097
"10",10," Man versucht jetzt, daraus eine eigene Population zu machen.","","","09",14,19097
"11",11," Sei’s drum.","","","10",14,19097
"12",12,"Welchen Zahlenwert würden Sie denn jetzt angeben, ab dem der Erhaltungszustand erreicht ist?Präsident Dr.
 Wolfgang ","","","11",14,19097
