"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",71,19134
"2",2," Vielen Dank, Kollege Vogel.","","","01",71,19134
"3",3," — Der nächste Redner ist Wilfried Oellers von der CDU/CSU-Fraktion.","","","02",71,19134
"4",4," Wilfried Oellers:","","","03",71,19134
"5",5,"Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren Zuhörer! Wir beraten heute einen Antrag der FDP zur Selbstständigkeit mit dem Titel „Fairness für Selbstständige — Statusfeststellungsverfahren reformieren, Altersvorsorge ermöglichen, Kranken- und Arbeitslosenversicherung öffnen“.","","","04",71,19134
"6",6," Ich teile die Auffassung, dass gerade bei den Solo-Selbstständigen in jüngster Vergangenheit sicherlich eher Unsicherheit entstanden ist oder in der Vergangenheit Unsicherheit bestand im Hinblick auf die Frage:","","","05",71,19134
"7",7," Sind sie wirklich Selbstständige, oder sind sie Arbeitnehmer?Da bin ich auch schon beim Statusfeststellungsverfahren, Herr Kollege Vogel, das Sie angesprochen haben.","","","06",71,19134
"8",8," Da haben wir in der Tat eine Problemlage.","","","07",71,19134
"9",9," Ich schicke allerdings gleich vorweg, dass wir sie im Koalitionsvertrag erwähnt haben und auch an Lösungen arbeiten.","","","08",71,19134
"10",10," Ja, Sie kommen mit dem Antrag etwas früher als wir mit unseren Ausarbeitungen.","","","09",71,19134
"11",11," Das hat aber auch damit zu tun, dass das Verfahren sehr kompliziert und sehr komplex ist.","","","10",71,19134
"12",12,"Wilfried OellersSie kommen jetzt daher und sagen:","","","11",71,19134
"13",13," Dann muss man einfach mal entscheiden, und dann ist das eben so; man kann ja auch vorab entscheiden.","","","12",71,19134
"14",14," — Sie schreiben in den Antrag hinein:","","","13",71,19134
"15",15," Wir können das, wenn das einmal festgestellt worden ist, ja einfach unbefristet für die Zukunft festmachen.","","","14",71,19134
"16",16," — Nein, so geht es nicht.","","","15",71,19134
"17",17," Es geht deswegen nicht, weil wir akzeptieren müssen, dass wir die Frage, ob jemand sozialversicherungspflichtig beschäftigt ist oder nicht und sich damit in einem Arbeitnehmerverhältnis befindet oder selbstständig ist, leider Gottes meistens erst im Nachhinein beantworten können.","","","16",71,19134
"18",18," Erst dann können wir sagen, wie das Vertragsverhältnis tatsächlich gelebt worden ist.","","","17",71,19134
"19",19," Das ist genau das Problem, vor dem wir ste en.","","","18",71,19134
"20",20,"Rechtssicherheit — da bin ich mit Ihnen sofort einer Meinung — wünsche ich mir in diesem Punkt auf jeden Fall.","","","19",71,19134
"21",21," Ich würde viel dafür tun.","","","20",71,19134
"22",22," Wir tun auch alles dafür, mehr Rechtssicherheit herzustellen.","","","21",71,19134
"23",23," Nur:","","","22",71,19134
"24",24," Mit den von Ihnen vorgeschlagenen Maßnahmen wird das in meinen Augen nicht ganz funktionieren.","","","23",71,19134
"25",25,"Ich nehme das Beispiel Positivkatalog, den Sie angesprochen haben.","","","24",71,19134
"26",26," Sie erinnern sich vielleicht noch an die Zeit um 2002, 2003.","","","25",71,19134
"27",27," Damals hat die rot-grüne Bundesregierung versucht, das Thema Scheinselbstständigkeit besser in den Griff zu bekommen; so wurde ein Kriterienkatalog in den $ 7 SGB IV eingeführt.","","","26",71,19134
"28",28," Man hat den Kriterienkatalog nachher wieder aus dem Gesetz genommen, weil er nicht funktioniert hat.","","","27",71,19134
"29",29," Warum nicht? Weil gerade die Kriterien, die man eingeführt hat, wiederum zu mehr Rechtsunsicherheit führten und mehr Auslegungsmöglichkeiten bestanden.","","","28",71,19134
"30",30,"Deswegen halte ich, ehrlich gesagt, einen schlanken Katalog für besser, der vor allen Dingen auf eine Vielzahl von Lebensverhältnissen angewandt werden kann.","","","29",71,19134
"31",31," Natürlich muss das durch die Rechtsprechung entsprechend ausgelegt werden.","","","30",71,19134
"32",32," Manche sagen:","","","31",71,19134
"33",33," Man kann das doch nicht der Rechtsprechung überlassen.","","","32",71,19134
"34",34," — Doch, dafür ist die Rechtsprechung in meinen Augen da.","","","33",71,19134
"35",35," Gerade die jüngste Vergangenheit hat gezeigt, dass einige Entscheidungen des Bundessozialgerichtes gezielt dazu geführt haben, dass mehr Rechtssicherheit entstand und Fälle entschieden werden konnten.","","","34",71,19134
"36",36," Deswegen wird — egal ob wir den Kriterienkatalog positiv oder negativ nennen — dieser keine Lösung sein.","","","35",71,19134
"37",37,"Ich nenne ein Beispiel.","","","36",71,19134
"38",38," Wir haben in der letzten Legislaturperiode den $ 611a BGB eingeführt, den Arbeitnehmerbegriff.","","","37",71,19134
"39",39," Da war auch die Frage:","","","38",71,19134
"40",40," Was ist eigentlich ein Arbeitsvertrag, und was ist Selbstständigkeit? Damals gab es eine Diskussion über einen Kriterienkatalog, mit dem man versuchte, das voneinander abzugrenzen.","","","39",71,19134
"41",41," Wenn man sich diesen Kriterienkatalog nahm und ihn auf die Rechtsprechung projizierte, dann kam man zu dem Ergebnis, dass in einem Fall fünf Kriterien aus dem Katalog erfüllt waren, ein Kriterium jedoch nicht.","","","40",71,19134
"42",42," Jetzt hätte man sagen müssen:","","","41",71,19134
"43",43," „Dann hätte es ein Arbeitsverhältnis sein müssen“; aber die Rechtsprechung kam zu einem anderen Ergebnis.","","","42",71,19134
"44",44," Das heißt, Kriterienkataloge helfen dabei in meinen Augen nicht weiter.","","","43",71,19134
"45",45,"Sie fordern, künftig den Status nach einem Feststellungsverfahren zeitlich unbefristet aussprechen zu können und nur bei wesentlichen Abweichungen der Umstände eine Änderung vorzunehmen.","","","44",71,19134
"46",46," Das ist, wie ich eben schon gesagt habe, zu kurz gesprungen, weil man sich immer separat das Verhältnis anschauen muss, man muss erfassen, wie es tatsächlich gelebt wird, und das können wir erst im Nachhinein.","","","45",71,19134
"47",47,"Ich will einen weiteren Vorschlag aufgreifen; Sie sagten:","","","46",71,19134
"48",48," Man braucht eine neutrale Stellung.","","","47",71,19134
"49",49," - Dem kann ich einiges abgewinnen, vor allen Dingen weil wir im medizinischen Bereich, im Medizinischen Dienst, hingegangen sind, das in eine Anstalt des öffentlichen Rechts zu überführen.","","","48",71,19134
