"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",137,19082
"2",2," Für die CDU/CSU hat das Wort der Kollege Christian Schmidt.","","","01",137,19082
"3",3," Christian Schmidt:","","","02",137,19082
"4",4,"Herr Präsident! Meine sehr geehrten Kolleginnen und Kollegen! In der Tat, es waren interessante Tage und es waren Tage, in denen uns klar geworden ist, dass von uns auch die Vorgabe einer Struktur erwartet wird, damit das Puzzle zusammengesetzt werden kann.","","","03",137,19082
"5",5,"Was setzen wir dagegen, was haben wir als Europäer dagegengesetzt, dass es manche gibt, die diese Struktur zerstören wollen oder neben der Struktur arbeiten wollen? Wir haben — es ist mehrfach angesprochen worden — den Gedanken der regelbasierten Ordnung, den Henry Kissinger auf den Westfälischen Frieden von 1648 zurückführt, weiterzuentwickeln.","","","04",137,19082
"6",6," Deswegen geht es nicht nur um Befindlichkeit oder Nabelschau.","","","05",137,19082
"7",7," In gewisser Weise war die Rede der Bundeskanzlerin ein Zeichen für den Weg nach vorn, auch im Hinblick auf die vielen Aufgaben, die zu erledigen sind.","","","06",137,19082
"8",8," Mit Genehmigung des Herrn Prasidenten zitiere ich:","","","07",137,19082
"9",9,"Europa, das vor knapp einem Jahrhundert noch ein Quasi-Monopol auf die Gestaltung der globalen Ordnung hatte, läuft Gefahr, sich von der gegenwärtigen Suche nach einer gemeinsamen Struktur abzukoppeln, wenn es seinen inneren Aufbau letztendlich mit seinem geopolitischen Ziel gleichsetzt.","","","08",137,19082
"10",10," Europa wendet sich just in einem Augenblick nach innen, da die Weltordnung, die es in bedeutendem Maße mit geschaffen hat, von zerstörerischen Entwicklungen bedroht wird, die alle Regionen, die ihre Mitgestaltung versäumen, am Ende in den Abgrund reißen könnte.","","","09",137,19082
"11",11," So befindet sich Europa in einer Schwebe zwischen einer Vergangenheit, die es überwinden will, und einer Zukunft, für die es noch keine Vision entwickelt hat.","","","10",137,19082
"12",12,"Dies schrieb Henry Kissinger 2015 in seinem Buch über die neue Weltordnung.","","","11",137,19082
"13",13,"Wir sind der Kritik Kissingers ein Stück weit gefolgt und haben reagiert.","","","12",137,19082
"14",14," Ja, Europa hat sich verbessert und entwickelt.","","","13",137,19082
"15",15,"Natürlich gibt es neue Krisenherde, über die ich im Einzelnen gar nicht reden möchte.","","","14",137,19082
"16",16," Das sind fast alltägliche Krisen.","","","15",137,19082
"17",17," Wenn ich an den Konflikt und die Diskussionen zwischen Serben und Kosovaren über die Frage denke, wie ein zukünftiges friedliches Nebeneinander aussehen kann:","","","16",137,19082
"18",18," Das sind Dinge, die — lassen Sie es mich so sagen — händelbar sind.","","","17",137,19082
"19",19," Daran scheitert die Welt nicht.","","","18",137,19082
"20",20," Sie würde aber daran scheitern, wenn wir unsere eigenen Verträge nicht einhalten würden.","","","19",137,19082
"21",21," Franz Josef Strauß sagte dann immer:","","","20",137,19082
"22",22," Pacta sunt servanda.","","","21",137,19082
"23",23,"Die Verträge, die wir auf europäischer Ebene haben, und die Verträge, die wir auf internationaler Ebene haben, müssen reformiert werden.","","","22",137,19082
"24",24," Die Grundstrukturen müssen wir aber behalten.","","","23",137,19082
"25",25," Das heißt, dass die NATO - das ist ein ganz entscheidender Punkt und wurde sehr deutlich — im Mittelpunkt stehen wird und dass wir auch unsere Beiträge dazu leisten müssen, dass sich die NATO nach vorne entwickelt:","","","24",137,19082
"26",26," als politisches Bündnis — genau das wurde unterstrichen —, aber auch mit seinen Fähigkeiten, sei es bei der Cyberabwehr oder im militärischen Bereich.","","","25",137,19082
"27",27,"Ich denke, dass der Eckwertebeschluss zum Bundeshaushalt 2020, den die Bundesregierung in Kürze zu fassen hat, dem auch Rechnung tragen muss, was wir in Wales zuletzt zugesagt und vereinbart haben und was die Bundeskanzlerin und die Verteidigungsministerin auch sehr deutlich benannt haben.","","","26",137,19082
"28",28," Die Verteidigungsausgaben müssen an diese Linie angepasst werden.","","","27",137,19082
"29",29," Sie sind kein Selbstzweck, aber eine Notwendigkeit zur Vertrauensbildung und zur Lückenschließung.","","","28",137,19082
"30",30," Dies wird uns in Europa erst in die Lage versetzen, uns als einen selbstständigen, einen eigenständigen, aber nicht abtrennbaren Teil der NATO - separable but not separate — zu verstehen.","","","29",137,19082
"31",31,"Wir werden noch diskutieren müssen, wie stark wir eine europäische Identität in der NATO erhalten und inwieweit wir hier doch Doppeleffekte haben, die wir mit einer klugen gemeinsamen Überlegung noch zusammenführen müssen.","","","30",137,19082
"32",32," Christian SchmidtEin Letztes.","","","31",137,19082
"33",33," Die Münchner Sicherheitskonferenz bleibt der zentrale Dreh- und Angelpunkt dieser Diskussion in Deutschland.","","","32",137,19082
"34",34," Ich danke Wolfgang Ischinger und freue mich, wenn uns dies auch in Zukunft nachhaltig gelingt.","","","33",137,19082
"35",35," Solch eine Konferenz kann man nicht erfinden; sie entwickelt sich.","","","34",137,19082
"36",36," Sie hat sich seit Ewald von Kleist entwickelt, einem, der aus dem Widerstand gegen das Naziregime kam und mit Ethik, Ehre, aber auch klarem Bewusstsein bezüglich der Notwendigkeiten gearbeitet hat.","","","35",137,19082
"37",37,"Es liegt an uns — auch auf Bundes- und Landesebene und sonst wie —, unsere Beiträge dazu zu leisten, dass Wolfgang Ischingers Konferenz, die MSC, auch zukünftig das zentrale Forum für Sicherheit in Deutschland und in Europa sein wird.","","","36",137,19082
"38",38,"Herzlichen Dank.","","","37",137,19082
"39",39,"Vizepräsident Dr.
 Hans-Peter ","","","38",137,19082
