"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",122,19137
"2",2," Vielen Dank.","","","01",122,19137
"3",3," — Weitere Wortmeldungen liegen nicht vor.","","","02",122,19137
"4",4," Ich schließe die Aussprache.","","","03",122,19137
"5",5,"Wir kommen zur Abstimmung über den von der Bundesregierung eingebrachten Gesetzentwurf zur Neustrukturierung des Zollfal Der Finanzausschuss empfiehlt in seiner Beschlussempfehlung auf Drucksache 19/16116, den Gesetzentwurf der Bundesregierung auf Drucksache 1912088 in der Ausschussfassung anzunehmen.","","","04",122,19137
"6",6," Ich bitte diejenigen, die dem Gesetzentwurf in der Ausschussfassung zustimmen wollen, um das Handzeichen.","","","05",122,19137
"7",7," — Wer stimmt dagegen? — Wer enthält sich? — Damit ist der Gesetzentwurf bei Enthaltung der Fraktion Die Linke mit den Stimmen der Koalitionsfraktionen gegen die Stimmen von Bündnis 90/Grüne, FDP und AfD angenommen.","","","06",122,19137
"8",8,"Dritte Beratungund Schlussabstimmung.","","","07",122,19137
"9",9," Ich bitte diejenigen, die dem Gesetzentwurf zustimmen wollen, sich zu erheben.","","","08",122,19137
"10",10," — Wer stimmt dagegen? — Enthaltungen? — Damit ist der Gesetzentwurf wiederum bei Enthaltung der Fraktion Die Linke mit der Mehrheit der Koalitionsfraktionen angenommen.","","","09",122,19137
"11",11,"Wir kommen zur Abstimmung über den EntschlieBungsantrag der Fraktion der FDP auf Drucksache 19/ 16143.","","","10",122,19137
"12",12," Wer stimmt für diesen Entschließungsantrag? — Das sind die Fraktionen FDP, Bündnis 90/Grüne und Linke.","","","11",122,19137
"13",13," Wer stimmt dagegen? — Das sind die Koalitionsfraktionen und die AfD.","","","12",122,19137
"14",14," Wer enthält sich? — Keine Enthaltung.","","","13",122,19137
"15",15," Damit ist dieser Entschließungsantrag mit der Mehrheit des Hauses abgelehnt.","","","14",122,19137
"16",16,"Ich rufe den Tagesordnungspunkt 16 auf:","","","15",122,19137
"17",17,"Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Inneres und Heimat zu dem Antrag der Abgeordneten Dr.","","","16",122,19137
