"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",17,19105
"2",2," Bitte sehr, Frau Kollegin Bayram.","","","01",17,19105
"3",3,"Canan Bayram:","","","02",17,19105
"4",4,"Vielen Dank, Herr Präsident.","","","03",17,19105
"5",5," — Herr Kollege, Sie haben jetzt gesagt, dass Sie Menschen, von denen Sie annehmen, dass sie nicht schutzbedürftig sind, nichts mehr geben wollen, außer einer Rückfahrkarte.","","","04",17,19105
"6",6," Das heißt, Sie sind sich sehr wohl dessen bewusst, dass Sie mit Verabschiedung des Gesetzentwurfs, den wir jetzt beraten, und des ganzen Pakets an Vorlagen Kinder, Familien aushungern, einknasten, nur damit Sie Ihr Ziel erreichen, dass die Menschen Deutschland verlassen.","","","05",17,19105
"7",7," Da stelle ich mir und auch Ihnen als Christdemokrat schon die Frage:","","","06",17,19105
"8",8," Können Sie so was verantworten, und wie erklären Sie es eigentlich den Menschen? Thorsten Frei:","","","07",17,19105
"9",9,"Um ganz ehrlich zu sein, Frau Kollegin:","","","08",17,19105
"10",10," Ich weiß wirklich nicht, wie man so einen Schwachsinn, den Sie hier geäußert haben, begründen kann.","","","09",17,19105
"11",11," Da fallen mir keine Worte ein.","","","10",17,19105
"12",12," In anderen Debatten reden wir hier im Deutschen Bundestag darüber, dass wir mehr europäische Zusammenarbeit und mehr europäische Integration brauchen.","","","11",17,19105
"13",13," In diesem Fall ist es so, dass es um Menschen geht, die in einem der anderen 27 Mitgliedstaaten der Europäischen Union Asylrecht bekommen haben.","","","12",17,19105
"14",14," Sie haben nicht das Recht, nach Deutschland oder in irgendein anderes europäisches Land weiterzureisen.","","","13",17,19105
"15",15," Deshalb setzen wir geltendes Recht durch, und deshalb bringen wir diese Menschen dorthin zurück, wo sie sicher sind.","","","14",17,19105
"16",16," Eines ist klar:","","","15",17,19105
"17",17," Diese Menschen sind sicher vor Verfolgung, und sie haben kein Recht darauf, sich das Land auszusuchen, das sie gerne hätten.","","","16",17,19105
"18",18," Insofern setzen wir geltendes Recht um, und wir verstoBen nicht etwa gegen Europarecht oder sonst etwas.","","","17",17,19105
"19",19,"Als wichtige Voraussetzung, um dies zu erreichen, setzen wir auf eine klare Trennung von Asyl und Arbeitsmigration.","","","18",17,19105
"20",20," Deswegen haben wir beispielsweise inas beschäftigungsförd gsgesetz und das Gesetz über Duldung bei Ausbildung und Beschäftigung klare Stichtagsregelungen aufgenommen, womit wir verhindern, dass es zu Pull-Faktoren und zu Anreizen für die Zukunft kommt.","","","19",17,19105
"21",21," Das haben wir in diesem Gesetzespaket mitbedacht, und deshalb ist es ein gutes.","","","20",17,19105
"22",22,"Ich will außerdem darauf hinweisen, dass wir auch an das Ende der Asylverfahren herangehen.","","","21",17,19105
"23",23," Da geht es darum, dass wir beispielsweise zwischen denen unterscheiden, die hier eine Duldung bekommen, weil sie unverschuldet an ihrer Ausreise gehindert sind, und denen, die ihre Rückführung verhindern.","","","22",17,19105
"24",24," Für Letztere schaffen wir ein neues Rechtsinstitut — „Duldung mit ungeklärter Identität“ —, womit wir diejenigen ansprechen, die tricksen, täuschen, die Identitätstäuscher, Mitwirkungsverweigerer sind, die glauben, dem deutschen Staat auf der Nase herumtanzen zu können.","","","23",17,19105
"25",25,"Die nehmen wir uns vor, und die müssen dafür auch Konsequenzen tragen.","","","24",17,19105
"26",26," Das ist eine deutliche Verbesserung, die wir insbesondere im parlamentarischen Verfahren erreicht haben.","","","25",17,19105
"27",27,"Ein weiterer Punkt ist:","","","26",17,19105
"28",28," Ausreisepflicht muss auch durchgesetzt werden.","","","27",17,19105
"29",29," Das gewährleisten wir mit dem Ausreisegewahrsam.","","","28",17,19105
"30",30," Daher ist es ein großer Vorteil, dass im Gesetz klar stehen wird, dass es dafür der Fluchtgefahr nicht bedarf.","","","29",17,19105
"31",31," Es ist richtig, dass man die Prognoseentscheidung der Gerichte so eingeschränkt hat, dass klar ist:","","","30",17,19105
"32",32," Wer den Ausreisetermin um 30 Tage verpasst, der hat die materiellen Voraussetzungen für den Ausreisegewahrsam erfüllt.","","","31",17,19105
"33",33," Das ist ein effektiver Fortschritt.","","","32",17,19105
"34",34," Damit verbunden haben wir weitere wichtige Dinge erreicht, etwa das Betretensrecht der Polizei bundeseinheitlich zu regeln.","","","33",17,19105
"35",35," Dieses Recht gibt es in Bayern, in Baden-Württemberg, während Berliner Polizeibeamte riskieren, eine Anzeige wegen Hausfriedensbruchs zu bekommen — weil sie geltendes Recht durchsetzen wollen.","","","34",17,19105
"36",36," Das ist doch absurd, und damit räumen wir mit diesem Gesetzespaket auf.","","","35",17,19105
"37",37," Wenn die Polizei einen Ausreisepflichtigen zum Richter bringen möchte, dann muss er auch mitgehen.","","","36",17,19105
"38",38," Dafür haben wir als Ergebnis des parlamentarischen Verfahrens eine entsprechende Regelung ins Gesetz gebracht.","","","37",17,19105
"39",39," Damit wird nichts anderes erreicht, als dass das Ganze rund wird, damit wird nichts anderes erreicht, als dass wir geltendes Recht auch durchsetzen — darum geht es —, und das erwarten die Menschen auch völlig zu Recht von uns.","","","38",17,19105
"40",40,"Ich bin davon überzeugt:","","","39",17,19105
"41",41," Es ist in der Tat nicht der kleinste gemeinsame Nenner, der uns hier verbindet, sondern es ist etwas, hinter dem man wirklich stehen kann.","","","40",17,19105
"42",42," Ich schließe mich dem Dank an die beteiligten Ministerien an.","","","41",17,19105
"43",43," Ich danke dem Bundesinnenminister, dem Bundesminister für Arbeit und Soziales und ausdrücklich auch Ihnen, liebe Frau Högl, und der SPD-Bundestagsfraktion, weil wir ein sehr, sehr konstruktives Verfahren hatten und am Ende, von den gemeinsamen Zielen geleitet, etwas Gutes für unser Land erreicht haben.","","","42",17,19105
"44",44," Darauf dürfen wir stolz sein.","","","43",17,19105
"45",45," Das ist ein echter Beweis der Handlungsfähigkeit dieser Koalition, und genau so sollten wir weitermachen.","","","44",17,19105
"46",46,"Herzlichen Dank.","","","45",17,19105
"47",47," Präsident Dr.
 Wolfgang ","","","46",17,19105
