"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",137,19095
"2",2," Der nächste Redner für die SPD-Fraktion:","","","01",137,19095
"3",3," der Kollege Dr.","","","02",137,19095
"4",4," Martin Rosemann.","","","03",137,19095
"5",5," Dr.","","","04",137,19095
"6",6," Martin Rosemann:","","","05",137,19095
"7",7,"Herr Präsident! Meine lieben Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren! Wir begrüßen die Empfehlung des Rates zum Zugang zum Sozialschutz für Arbeitnehmerinnen und Arbeitnehmer und Selbstständige.","","","06",137,19095
"8",8," Das ist ein wichtiges Zeichen für ein soziales Europa.","","","07",137,19095
"9",9," Meine Kollegin Dagmar Schmidt hat schon darauf hingewiesen.","","","08",137,19095
"10",10," Soziales Europa — das steht im Koalitionsvertrag, und das ist im Interesse der Arbeitnehmerinnen und Arbeitnehmer in Deutschland.","","","09",137,19095
"11",11," Mehrere Vorredner haben schon darauf hingewiesen, dass diese Empfehlungen rechtlich nicht verbindlich sind.","","","10",137,19095
"12",12," Sie zeigen aber politischen Handlungsbedarf auf — in allen europäischen Ländern und, Herr Cronenberg, auch in Deutschland.","","","11",137,19095
"13",13," Wir sollten uns nicht anmaßen, dass bei uns alles richtig läuft.","","","12",137,19095
"14",14," Das gilt für das Thema Minijobs, und es gilt vor allem für den sozialen Schutz von Selbstständigen.","","","13",137,19095
"15",15," Wir haben ein verändertes Bild von Selbstständigkeit.","","","14",137,19095
"16",16," In den letzten 20 Jahren hat die Selbstständigkeit in Deutschland zugenommen.","","","15",137,19095
"17",17," Mittlerweile sind mehr als die Hälfte der Selbstständigen Selbstständige ohne Beschäftigte, sogenannte Soloselbstständige.","","","16",137,19095
"18",18," Selbstständige haben heute nicht mehr unbedingt ein hohes Einkommen und ein dickes Vermögen, sondern haben sogar ein relativ hohes Armutsrisiko.","","","17",137,19095
"19",19," Im Alter ist das Armutsrisiko höher als bei abhängig Beschäftigten, und entsprechend ist auch die Grundsicherungsquote doppelt so hoch.","","","18",137,19095
"20",20," Die Abgrenzung zwischen abhängiger Beschäftigung und Selbstständigkeit ist im Einzelfall schwieriger geworden.","","","19",137,19095
"21",21," Die Zahl der Übergänge von abhängiger Beschäftigung zur Selbststandigkeit — bzw.","","","20",137,19095
"22",22," umgekehrt — hat massiv zugenommen.","","","21",137,19095
"23",23,"All das spricht aus unserer Sicht dafür, dass wir eine verbindliche Absicherung von Selbstständigen in der sozialen Sicherung schaffen, und zwar nicht nur für Soloselbstständige.","","","22",137,19095
"24",24," Deshalb hat die SPD-Bundestagsfraktion bereits in der letzten Wahlperiode ein Konzept zur umfassenden sozialen Sicherung von Selbstständigen vorgelegt.","","","23",137,19095
"25",25," Erste Schritte aus diesem Konzept haben wir im Koalitionsvertrag verabredet.","","","24",137,19095
"26",26," Dazu gehört — das haben wir ja bereits umgesetzt —, dass wir den Mindestbeitrag für Selbstständige in der gesetzlichen Krankenversicherung halbiert haben.","","","25",137,19095
"27",27," Das haben wir Sozialdemokraten durchgesetzt — gegen den erbitterten Widerstand der Union.","","","26",137,19095
"28",28," — Doch, das ist die Wahrheit.","","","27",137,19095
"29",29,"Der nächste Schritt heißt:","","","28",137,19095
"30",30," verbindliche Altersvorsorge für Selbstständige.","","","29",137,19095
"31",31," Ich bin Bundesminister Heil sehr dankbar, dass er den entsprechenden Gesetzentwurf angekündigt hat.","","","30",137,19095
"32",32," Unser Weg heißt:","","","31",137,19095
"33",33," Einbeziehung in die gesetzliche Rente, mit Ausnahme derjenigen, die in berufsständischen Versorgungswerken versichert sind.","","","32",137,19095
"34",34,"Frau Schimke, im Koalitionsvertrag steht eben keine Wahlfreiheit drin, sondern darin haben wir verabredet:","","","33",137,19095
"35",35," Die gesetzliche Rentenversicherung ist der Regelfall.","","","34",137,19095
"36",36," Und wir haben ein Opt-out verabredet.","","","35",137,19095
"37",37," Wir werden jetzt miteinander klären, wie wir dieses Opt-out ausgestalten werden.","","","36",137,19095
"38",38," Meine Damen und Herren, für uns ist wichtig, dass wir, wenn wir die Selbstständigen einbeziehen, der besonderen Situation von Selbstständigen, ihren schwankenden Einnahmen, Rechnung tragen.","","","37",137,19095
"39",39," Deswegen müssen die Beiträge strikt einkommensabhängig sein.","","","38",137,19095
"40",40," Deswegen brauchen wir auch besondere Regelungen für Gründerinnen und Gründer.","","","39",137,19095
"41",41,"Ich weiß sehr wohl, dass es bei den Selbstständigen Vorbehalte gegen eine verpflichtende Mitgliedschaft in der gesetzlichen Rentenversicherung gibt.","","","40",137,19095
"42",42," Aber ich will an der Stelle sagen:","","","41",137,19095
"43",43," Die gesetzliche Rentenversicherung ist nicht nur eine Altersabsicherung, sondern sie gewährt auch Leistungen wie Prävention, Rehabilitation und Nachsorgeleistungen, die wir in dieser Koalition in der vergangenen Legislaturperiode gestärkt haben.","","","42",137,19095
"44",44," Sie bietet den Schutz vor Erwerbsminderung, und sie bietet eine Hinterbliebenenversorgung.","","","43",137,19095
"45",45,"Dr.","","","44",137,19095
"46",46," Martin RosemannMeine Damen und Herren, liebe Kolleginnen und Kollegen, uns geht es darum, Schutz und Chancen nicht nur für abhängig Beschäftigte, sondern für alle Erwerbstätigen in Deutschland, auch für Selbstständige, zu gewährleisten — Schutz und Chancen im Wandel, mit dem Sozialstaat als Partner für alle Erwerbstätigen in Deutschland.","","","45",137,19095
"47",47," Vizepräsident Dr.
 Hans-Peter ","","","46",137,19095
