"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",40,19101
"2",2," Für die FDP-Fraktion hat das Wort der Kollege Reinhard Houben.","","","01",40,19101
"3",3," Reinhard Houben:","","","02",40,19101
"4",4,"Herr Präsident! Meine Damen und Herren! Herr Mohrs, ich glaube, Sie sind der Einzige in diesem Hause, der es so wahrgenommen hat, dass die Deutsche Bahn privatisiert worden ist.","","","03",40,19101
"5",5," Das ist ein zu 100 Prozent staatliches Unternehmen.","","","04",40,19101
"6",6," All Ihre Kritik, die Sie hier vollkommen zu Recht vortragen, trifft natürlich den Eigentümer, nämlich die Bundesrepublik Deutschland und damit diese Bundesregierung.","","","05",40,19101
"7",7," Sie sollten vielleicht einmal mit dem Kollegen Scheuer — er ist der Verkehrsminister — sprechen.","","","06",40,19101
"8",8," An der Stelle könnten Sie die Vorwürfe, was die Deutsche Bahn angeht, vortragen.","","","07",40,19101
"9",9," Wir könnten da bestimmt noch einige Anregungen geben.","","","08",40,19101
"10",10," — Entschuldigung, das musste ich mal loswerden.","","","09",40,19101
"11",11,"Zweite Bemerkung.","","","10",40,19101
"12",12," Wettbewerb bringt auch Innovation.","","","11",40,19101
"13",13," Günter Rexrodt hat vor 25 Jahren die Postprivatisierung begonnen.","","","12",40,19101
"14",14," Sie ist leider nicht komplett bis zum Ende durchgeführt worden.","","","13",40,19101
"15",15," Was hat denn die Privatisierung der Post gebracht? Der sogenannte graue Postmarkt, also die Telekommunikation, ist privatisiert worden.","","","14",40,19101
"16",16," Früher hatten wir Wählscheiben- und Tastentelefone.","","","15",40,19101
"17",17," Die gab es, glaube ich, auch in moosgrün; das war die Innovation.","","","16",40,19101
"18",18," Dann sanken die Preise, es wurden neue Produkte angeboten, es wurden mehr Arbeitsplätze geschaffen, es wurden höherwertige Arbeitsplätze geschaffen.","","","17",40,19101
"19",19," Wir haben durch diese Privatisierung einen Aufschwung bekommen.","","","18",40,19101
"20",20," Jeder hat am Ende des Tages davon profitiert, nur vielleicht nicht einige Beamte aus dem ehemaligen Postministerium, Herr Mohrs.","","","19",40,19101
"21",21," Deswegen kann ich das, was Sie sagten, nicht verstehen.","","","20",40,19101
"22",22," Vizepräsident Dr.
 Hans-Peter ","","","21",40,19101
