"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",44,19089
"2",2,"Für die Fraktion der SPD hat das Wort die Kollegin Katja Mast.","","","01",44,19089
"3",3," Katja Mast:","","","02",44,19089
"4",4,"Herr Präsident! Meine sehr verehrten Kolleginnen und Kollegen! Meine sehr verehrten Damen und Herren! Wir diskutieren heute das Starke-Familien-Gesetz.","","","03",44,19089
"5",5," Klar ist doch:","","","04",44,19089
"6",6," Wer eine Kindergrundsicherung in dieser Republik will — die SPD will eine sozialdemokratische Kindergrundsicherung, bei der dem Staat jedes Kind gleich viel wert ist —, der braucht als ersten Schritt das Starke-Familien-Gesetz, das den Kinderzuschlag reformiert.","","","05",44,19089
"7",7," Deshalb sind wir froh und stolz, dass wir das heute hier diskutieren.","","","06",44,19089
"8",8,"Sich hierhinzustellen, wie es meine drei Vorrednerinnen und Vorredner gemacht haben — Sie, Frau Baerbock, gerade auch -, und zu sagen:","","","07",44,19089
"9",9," ,,Kindergeld hilft den armen Familien nicht“, ist nur halb richtig, weil alle Familien, die vom Kinderzuschlag profitieren, auch von der Kindergelderhöhung profitieren.","","","08",44,19089
"10",10," Auch das ist nicht trennscharf an dieser Stelle.","","","09",44,19089
"11",11,"Natürlich steht in dem Gesetzentwurf eine Annahme der Bundesregierung, wie breit der Kinderzuschlag wirkt.","","","10",44,19089
"12",12," Aber wir alle müssen doch den Ehrgeiz haben, jeder und jede einzelne Abgeordnete hier im Haus — Minister Heil und auch Franziska Giffey haben es schon gesagt -:","","","11",44,19089
"13",13," Wir müssen die Werbetrommel dafür rühren, dass es nicht nur eine Inanspruchnahme von 35 Prozent gibt, sondern von 100 Prozent.","","","12",44,19089
"14",14," — Dafür stehen wir als SPD, und da wollen wir auch hin.","","","13",44,19089
"15",15," Unser Ziel in dieser Debatte ist:","","","14",44,19089
"16",16," Es geht uns darum, in der Bundesrepublik Deutschland alle Familien — alle Familien! — zu stärken.","","","15",44,19089
"17",17," Das ist das zentrale Ziel für uns von der SPD.","","","16",44,19089
"18",18,"Mit dem Starke-Familien-Gesetz wenden wir uns den Familien zu, die einkommensschwach sind.","","","17",44,19089
"19",19," Einkommensschwach heißt:","","","18",44,19089
"20",20," Jeder Euro, jeder Cent wird zweimal umgedreht.","","","19",44,19089
"21",21," Über diese Familien reden wir heute bei diesem Gesetzentwurf.","","","20",44,19089
"22",22,"Hubertus Heil hat aus seiner Biografie klargemacht, wie es ist, bei einer alleinerziehenden Mutter aufzuwachsen, wo jeder Euro zweimal umgedreht wird.","","","21",44,19089
"23",23," Auch ich selbst teile dieses Schicksal, auch viele andere im Haus; ich weiß das.","","","22",44,19089
"24",24," Hier gibt es auch alleinerziehende Mütter.","","","23",44,19089
"25",25,"Katja MastWas heißt es denn, 5 oder 10 Euro pro Kind - vielleicht sind es auch 15 oder 20 Euro, je nachdem - im Monat mehr in der Tasche zu haben? Ich weiß, dass das für die Familien verdammt viel Geld ist.","","","24",44,19089
"26",26," Genau das beschließen wir hier heute:","","","25",44,19089
"27",27," dass die Familien mehr Geld am Ende des Monats haben, um ihre Kinder zu fördern.","","","26",44,19089
"28",28," Daran kann jedenfalls ich nichts Beschämendes finden.","","","27",44,19089
"29",29,"Ich will noch mal aufzählen, was die Verbesserungen beim Bildungs- und Teilhabepaket für die Familien und die Kinder bedeuten:","","","28",44,19089
"30",30," mehr Geld, weil die Zuzahlung zum Mittagessen entfällt; mehr Geld, weil die Schülerfahrkarte gebührenfrei wird; mehr Geld für die Schulsachen und mehr Geld für den Sportverein und die Musikschule.","","","29",44,19089
"31",31," Das alles bleibt am Ende bei den Familien.","","","30",44,19089
"32",32," Bei den Vereinen ist klar:","","","31",44,19089
"33",33," Wenn Kinder in Vereinen mitmachen, dann bleibt es nicht beim Training einmal die Woche.","","","32",44,19089
"34",34," Sie fahren am Wochenende zu einem Turnier, oder es gibt ein Zeltlager des Vereins.","","","33",44,19089
"35",35," Wir sagen:","","","34",44,19089
"36",36," Dafür reichen die 15 Euro am Ende des Monats vielleicht nicht aus.","","","35",44,19089
"37",37," Aber die Familien können noch zusätzlich Leistungen dafür beantragen.","","","36",44,19089
"38",38," Das halte ich für ganz wichtig für die Teilhabe von Kindern in dieser Gesellschaft.","","","37",44,19089
"39",39," Und:","","","38",44,19089
"40",40," Wir verbessern die Nachhilfeförderung.","","","39",44,19089
"41",41," Ich selbst habe es erlebt, wie es ist, wenn man keine Nachhilfe in Anspruch nehmen kann, und was das für die Noten in der Schule bedeutet.","","","40",44,19089
"42",42," Deshalb ist es ganz wichtig, die Lernförderung hinzubekommen.","","","41",44,19089
"43",43,"Mit dem neuen und verbesserten Kinderzuschlag im Verantwortungsbereich von Franziska Giffey unterstützen wir gezielt die Familien mit geringem Einkommen, wo das Geld knapp ist.","","","42",44,19089
"44",44," Das heißt, niemand, der für sich genug Geld verdient, soll wegen der Kinder auf Hartz IV angewiesen sein.","","","43",44,19089
"45",45," Das ist genau das Versprechen, das wir da machen.","","","44",44,19089
"46",46," Der Kinderzuschlag sorgt dafür, dass künftig 1,2 Millionen mehr Kinder und vor allen Dingen Alleinerziehende davon profitieren.","","","45",44,19089
"47",47,"Wir setzen mit dem Kinderzuschlag zusätzlich ein Versprechen um:","","","46",44,19089
"48",48," Wer mehr arbeitet, wer also mehr Einkommen bekommt, hat am Ende des Tages mehr in der Tasche.","","","47",44,19089
"49",49," Insofern ist auch ein Leistungsanreiz dabei.","","","48",44,19089
"50",50," Auch das halten wir für diese Familien für wichtig.","","","49",44,19089
"51",51," Wir beseitigen die Abbruchkante usw.","","","50",44,19089
"52",52," Vizepräsident Dr.
 Hans-Peter ","","","51",44,19089
