"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",88,19091
"2",2," Herr Staatssekretär.","","","01",88,19091
"3",3,"Stephan Mayer, Parl.","","","02",88,19091
"4",4," Staatssekretär beim Bundesminister des Innern, für Bau und Heimat:","","","03",88,19091
"5",5,"Sehr geehrter Herr Präsident! Sehr geehrter Herr Kollege Brandner, ich weiß, dass Sie gerne etwas anderes hören würden und etwas anderes hineininterpretieren.","","","04",88,19091
"6",6," Ich habe in keinem Satz das Wort „vereinzelt“ gesagt.","","","05",88,19091
"7",7," Ich habe von einem Phänomen gesprochen.","","","06",88,19091
"8",8," Es gibt mit Sicherheit Fälle — die würde ich nicht als vereinzelt bezeichnen -, in denen geplante Abschiebemaßnahmen behindert oder, wie gesagt, unmöglich gemacht werden aufgrund des vorzeitigen Bekanntwerdens der geplanten Abschiebetermine oder Abschiebemaßnahmen.","","","07",88,19091
"9",9,"Ich will mit aller Entschiedenheit dem Eindruck entgegentreten, dass im Bundesinnenministerium aufgrund von vereinzelten Meldungen — wie Sie es insinuiert haben — Gesetzgebung gemacht wird.","","","08",88,19091
"10",10," Dieses Geordnete-Rückkehr-Gesetz, das derzeit in der Ressortabstimmung ist, ist aus meiner Sicht eines der wichtigsten Gesetzgebungsvorhaben im Geschäftsbereich des Bundesinnenministeriums in der laufenden Legislaturperiode, weil mit diesem Gesetz ein Defizit, das wir derzeit in der Flüchtlings- und Migrationspolitik haben, nämlich die unzureichende Rückführung von ausreisepflichtigen Personen, besser in den Griff bekommen werden soll.","","","09",88,19091
"11",11," Vor allem soll auch die Anzahl der Rückführungen erhöht werden.","","","10",88,19091
"12",12," Deswegen möchte ich in aller Entschiedenheit dem Eindruck entgegentreten, dass hier aufgrund von vereinzelten Meldungen Politik oder vor allem Gesetzgebung gemacht wird.","","","11",88,19091
"13",13," Zur Frage der Verfolgbarkeit — dieseParl.","","","12",88,19091
"14",14," Staatssekretär Stephan Mayerstellt sich ja bei vielen Strafvorschriften —:","","","13",88,19091
"15",15," Das ist immer eine Frage der Beweisbarkeit im Einzelfall.
Vizepräsident Wolfgang ","","","14",88,19091
