"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",63,19079
"2",2,"Möchten Sie nachfragen?Filiz Polat:","","","01",63,19079
"3",3,"Sehr geehrter Herr Präsident! Sehr geehrte Frau Staatsministerin, Sie haben angedeutet, dass die fünf Phasen unter Teilnahme verschiedener Gruppen und Akteure erarbeitet werden.","","","02",63,19079
"4",4," Wie setzen sich die Arbeitsgruppen in der jeweiligen Phase zusammen — Sie sprachen von fünf Phasen -, und nach welchen Kriterien ist die Auswahl der Teilnehmerinnen und Teilnehmer erfolgt?Annette Widmann-Mauz, Staatsministerin bei der Bundeskanzlerin:","","","03",63,19079
"5",5,"Die fünf Phasen, denen wiederum 24 Themenforen zugeordnet sind, werden in der jeweiligen Zuständigkeit der Bundesressorts durchgeführt.","","","04",63,19079
"6",6," Mir obliegt in diesem Kontext die Gesamtsteuerung.","","","05",63,19079
"7",7," Es gab zunächst bilaterale Gespräche mit den Ressorts, dann wiederum Koordinierungsrunden der beteiligten Ressorts in den jeweiligen Phasen, um den Arbeitsprozess zu planen.","","","06",63,19079
"8",8," Es ging dabei auch um die Frage, wer beteiligt ist.","","","07",63,19079
"9",9," Wir haben dazu Gespräche mit den Ländern, den kommunalen Spitzenverbänden, den Wohlfahrtsverbänden, den Spitzenverbänden auch von Migrantenorganisationen und weiteren Akteuren geführt.","","","08",63,19079
"10",10," Es gab auch eine Form von Interessenbekundung von den beteiligten Ebenen, um sicherzustellen, dass sich die Länder jeweils mit ihren Konferenzen — die Int wurde dazu beauftragt - entsprechend einbringen kénnen.","","","09",63,19079
"11",11," Das ist, wie gesagt, von Forum zu Forum unterschiedlich und richtet sich nach den Themen, die in den einzelnen Foren diskutiert werden.
 Vizeprasident Thomas ","","","10",63,19079
