"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",186,19107
"2",2,"Vielen Dank, Frau Kollegin Dr.","","","01",186,19107
"3",3," Sitte.","","","02",186,19107
"4",4," — Als nächste Rednerin hat die Kollegin Tabea Rößner, Bündnis 90/Die Grünen, das Wort.","","","03",186,19107
"5",5," Tabea Rößner:","","","04",186,19107
"6",6,"Herr Präsident! Meine Damen und Herren! Kollegin Beer, bei der Urheberrechtsrichtlinie geht es um vieles.","","","05",186,19107
"7",7," Es geht auch um Innovationen und Start-ups, für die es ja einige Ausnahmen gibt, aber eben auch noch einiges an Rechtsunsicherheit.","","","06",186,19107
"8",8," Es geht aber doch vor allem um Werke Kreativer, mit denen andere Gewinne erwirtschaften.","","","07",186,19107
"9",9," Es geht um eine gerechte Vergütung derjenigen, dieTabea Rößnerdiese Inhalte schaffen.","","","08",186,19107
"10",10," Es geht also um die gesamte Kultur- und Kreativbranche.","","","09",186,19107
"11",11," Und es geht ganz allgemein um den Austausch von Gedanken, die Beteiligung an gesellschaftlichen Debatten im Netz, um Meinungsfreiheit und damit auch um unsere Demokratie.","","","10",186,19107
"12",12,"Die FDP zeigt — wieder einmal — einen sehr verengten Blick auf das Thema.","","","11",186,19107
"13",13," Ob es die Innovationsfeindlichkeit der Richtlinie war, die am 23.","","","12",186,19107
"14",14," Marz Zehntausende vor allem junger Menschen auf die Strafe trieb, bezweifele ich.","","","13",186,19107
"15",15," Auf den Transparenten standen eher Sprüche wie ,,Artikel 13 nimmt uns Kreativität und Freiheit“, „Dieselfilter statt Uploadfilter‘“ oder „Meinungsfreiheit ist in diesem Land nicht verfügbar“.","","","14",186,19107
"16",16," Die Menschen befürchten, dass der Einsatz von Uploadfiltern auch ihre Meinungsfreiheit einschränken könnte und dass die Richtlinie die Situation der Urheberinnen und Urheber nicht verbessern würde.","","","15",186,19107
"17",17,"Ganz klar:","","","16",186,19107
"18",18," Die Richtlinie besteht nicht nur aus Artikel 17, und selbst die Problematik der Uploadfilter betrifft nicht nur den Mittelstand, sondern alle.","","","17",186,19107
"19",19," Da frage ich Sie:","","","18",186,19107
"20",20," Wo sind denn die Kreativen in Ihrem Antrag? Wo sind denn die Nutzerinnen und Nutzer? — Uns Grünen ist ein breiter Blick auf das Thema wichtig, der alle mit einschließt, wie auch der Ausgleich zwischen den verschiedenen Interessen.","","","19",186,19107
"21",21," Also machen Sie bitte nicht weiter Klientelpolitik.","","","20",186,19107
"22",22," Das ist Ihnen ja schon 2013 auf die Füße gefallen.","","","21",186,19107
"23",23," Bitte nehmen Sie, liebe Kollegin Nicola Beer, diese Anregung doch mit nach Brüssel.","","","22",186,19107
"24",24," Ich würde mich auch gerne mit der Innovationsfeindlichkeit von Artikel 15 befassen.","","","23",186,19107
"25",25," Der Bundesverband Deutsche Startups hat sich klar gegen ein europäisches Leistungsschutzrecht positioniert, weil es den Innovationsstandort Europa gefährde.","","","24",186,19107
"26",26," Zum gleichen Schluss kam eine Studie des Rechtsausschusses im EU-Parlament wie auch eco — Verband der Internetwirtschaft.","","","25",186,19107
"27",27,"Gerade die kleinen Unternehmen aus der Techbranche sind vom Leistungsschutzrecht betroffen und haben es beim Markteintritt schwerer.","","","26",186,19107
"28",28," Ironischerweise wird damit die Marktmacht von Google noch gestärkt, und das kann und darf ja nicht unser Ziel sein.","","","27",186,19107
"29",29," Eine kleine Notiz am Rande sei gestattet.","","","28",186,19107
"30",30," Das innovationsfeindliche Leistungsschutzrecht verdanken wir seit 2013, genau, dem damals von der FDP geführten Justizministerium.","","","29",186,19107
"31",31," Start-ups waren der FDP da wohl noch nicht so wichtig.","","","30",186,19107
"32",32,"Eigentlich sollte das Leistungsschutzrecht ja schon lange evaluiert werden.","","","31",186,19107
"33",33," Doch leider verweigert sich die Bundesregierung dem seit Jahren.","","","32",186,19107
"34",34," Dass die Bundesregierung mit der Szene fremdelt, hat vor Kurzem auch Bundesminister Altmaier bewiesen:","","","33",186,19107
"35",35," als er sich den Unmut des Beirats ,,Junge Digitale Wirtschaft zuzog.","","","34",186,19107
"36",36," Bis heute steht der Verdacht im Raum, dass pauschalere Ausnahmen für Start-ups im Gegenzug für eine Einigung mit Frankreich im Streit um Nord Stream 2 verdealt wurden.","","","35",186,19107
"37",37,"Das zeigt einmal mehr:","","","36",186,19107
"38",38," Die Bundesregierung hat keinen Bezug zur Lebensrealität junger Menschen.","","","37",186,19107
"39",39," Dabei hätten junge Gründerinnen und Gründer von einem modernen Urheberrecht enorm profitieren können.","","","38",186,19107
"40",40," Mein Fazit:","","","39",186,19107
"41",41," Die Bundesregierung hat keinen Blick für Junge Start-ups.","","","40",186,19107
"42",42," Der FDP wiederum geht es nur um Startups.","","","41",186,19107
"43",43," Ich sage:","","","42",186,19107
"44",44," Beim Urheberrecht geht es um alle.","","","43",186,19107
"45",45,"Vielen Dank für die Aufmerksamkeit.
Vizepräsident Wolfgang ","","","44",186,19107
