"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",152,19095
"2",2," Vielen Dank, Frau Kollegin.","","","01",152,19095
"3",3," — Die nächste Rednerin ist die Kollegin Jutta Krellmann, Fraktion Die Linke.","","","02",152,19095
"4",4," Jutta Krellmann:","","","03",152,19095
"5",5,"Sehr geehrter Herr Präsident! Liebe Zuhörerinnen und Zuhörer! Liebe Kolleginnen und Kollegen! Die Internationale Arbeitsorganisation, ILO, feiert im Moment ihr hundertjähriges Bestehen.","","","04",152,19095
"6",6," In dieser Sonderorganisation der Vereinten Nationen sind fast 190 Länder Mitglied, und ihre Aufgabe ist heute immer noch genauso wichtig wie früher.","","","05",152,19095
"7",7," Hauptziel der ILO ist es, die Arbeits- und Lebensbedingungen aller Menschen weltweit zu verbessern.","","","06",152,19095
"8",8," Da gibt es nach 100 Jahren immer noch viel zu tun.","","","07",152,19095
"9",9," Weltweit arbeiten 40 Millionen Menschen in moderner Sklaverei, 25 Millionen davon in Zwangsarbeit — zum Beispiel auf den Baustellen in Katar, aber auch auf den Tomatenfeldern in Italien.","","","08",152,19095
"10",10," Eines von vier Opfern moderner Sklaverei ist ein Kind.","","","09",152,19095
"11",11," Diese Kinder bauen Rohstoffe ab, die wir für unsere Handys und Elektroautos brauchen.","","","10",152,19095
"12",12," Es ist gut, dass die ILO 2014 das Übereinkommen Nr.","","","11",152,19095
"13",13," 29 zum Verbot der Zwangsarbeit verabschiedet hat.","","","12",152,19095
"14",14," Wir begrüBen es, dass die Bundesregierung dieses Übereinkommen jetzt ratifiziert.","","","13",152,19095
"15",15," Jutta KrellmannAuch wir werden dem zustimmen; aber es kommt fünf Jahre zu spät.","","","14",152,19095
"16",16,"Zurück zur ILO:","","","15",152,19095
"17",17," Sie steht, wie gesagt, für Mindeststandards, wenn es um den Schutz von Beschäftigten geht.","","","16",152,19095
"18",18," Es ist aber die Aufgabe der Bundesregierung, dass diese Standards in Deutschland auch eingehalten werden.","","","17",152,19095
"19",19," Die Bundesregierung bewegt sich an der Stelle unseres Erachtens nicht genügend, also viel zu wenig, zum Beispiel wenn es um Arbeitsschutzkontrollen geht.","","","18",152,19095
"20",20," Seit 2006 fordert das ILO-Übereinkommen Nr.","","","19",152,19095
"21",21," 81, dass es ausreichend staatliche Arbeitsschutzkontrolleure geben muss.","","","20",152,19095
"22",22," Nur so kann der Arbeits- und Gesundheitsschutz auch kontrolliert werden.","","","21",152,19095
"23",23," Für 10 000 Beschäftigte soll es eine Aufsichtsperson geben, doch in Deutschland kommt eine Aufsichtsperson auf 14 000 Beschäftigte.","","","22",152,19095
"24",24," Das ist deutlich schlechter als das, was das ILO-Übereinkommen an der Stelle vorgibt.","","","23",152,19095
"25",25," Was für ein Armutszeugnis für so ein reiches Land wie Deutschland!Ähnlich sieht es bei der Umsetzung der Europäischen Sozialcharta aus.","","","24",152,19095
"26",26," Das ist ebenfalls eine internationale Vereinbarung zum Schutz von Arbeitnehmern.","","","25",152,19095
"27",27," Sie wurde vor 20 Jahren überarbeitet.","","","26",152,19095
"28",28," Bis heute hat es die Bundesregierung nicht geschafft, sie zu ratifizieren.","","","27",152,19095
"29",29," Bereits 1998 hat es die SPD, damals in der Opposition, in einer Kleinen Anfrage gut auf den Punkt gebracht.","","","28",152,19095
"30",30," Ich zitiere:","","","29",152,19095
"31",31," Die Charta „ist rechtsverbindlicher Ausdruck der Untrennbarkeit von Rechtsstaatlichkeit, Menschenrechten und sozialen Rechten.","","","30",152,19095
"32",32,"“ Die Europäische Sozialcharta ist „eine tragende Säule für die Entwicklung des europäischen Sozialmodells.","","","31",152,19095
"33",33,"“Und heute? Mehr als 20 Jahre später können Sie als SPD sie jetzt umsetzen.","","","32",152,19095
"34",34," Warum versuchen Sie es nicht einfach? Unsere Unterstützung hätten Sie.","","","33",152,19095
"35",35," Wir als Linke, liebe SPD, sind immer dabei, wenn es um den Schutz von Arbeitnehmerinnen und Arbeitnehmern geht.","","","34",152,19095
"36",36,"Vielen Dank.","","","35",152,19095
"37",37,"Vizepräsident Dr.
 Hans-Peter ","","","36",152,19095
