"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",19,19116
"2",2," Dagmar Schmidt, SPD, ist die nächste Rednerin.","","","01",19,19116
"3",3," Ich würde trotzdem gern der Kollegin Dagmar Schmidt das Wort erteilt haben.","","","02",19,19116
"4",4," — Sollen wir noch ein bisschen warten?Liebe Kolleginnen und Kollegen, jetzt hat das Wort die Kollegin Dagmar Schmidt.","","","03",19,19116
"5",5," Dagmar Schmidt:","","","04",19,19116
"6",6,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Sehr geehrte Damen und Herren! Zum Thema.","","","05",19,19116
"7",7," Sicherheit, aber auch neue Chancen am Arbeitsmarkt zu schaffen, sind zwei der zentralen Anliegen der SPD in dieser Koalition.","","","06",19,19116
"8",8," Arbeitnehmerinnen und Arbeitnehmer müssen sich auf den Sozialstaat und sie müssen sich erst recht auf ihre Arbeitslosenversicherung verlassen können, für die sie jeden Monat Beiträge zahlen.","","","07",19,19116
"9",9,"In Zeiten, in denen sich auf der einen Seite die Arbeitswelt verändert und auf der anderen Seite viele Unternehmen nach Fachkräften suchen, ist eine reine Verlängerung des Anspruchs auf Arbeitslosengeld I keine Antwort und auch kein Beitrag zu mehr Gerechtigkeit.","","","08",19,19116
"10",10," Denn was wir wissen, ist:","","","09",19,19116
"11",11," Wenn jemand erst einmal aus dem Arbeitsleben heraus ist, ist es schwerer, wieder gute Arbeit zu finden.","","","10",19,19116
"12",12," Was wir auch wissen, ist, dass die allermeisten Arbeitslosen schnell wieder Arbeit finden wollen.","","","11",19,19116
"13",13," Dabei sollen sie unsere Unterstützung haben.","","","12",19,19116
"14",14," Wir haben deswegen in unserem Sozialstaatspapier drei Dinge in den Fokus genommen und angefangen, sie in Regierungspolitik umzusetzen.","","","13",19,19116
"15",15,"Erstens.","","","14",19,19116
"16",16," das wichtige Thema Prävention.","","","15",19,19116
"17",17," Wir wollen verhindern, dass Menschen überhaupt arbeitslos werden.","","","16",19,19116
"18",18,"Dafür brauchen wir — da haben wir bereits in der letzten Legislatur wichtige Schritte unternommen — Pravention, den bestmöglichen Gesundheitsschutz am Arbeitsplatz.","","","17",19,19116
"19",19," Wir haben in einem Modellprojekt im Rahmen des Flexirentengesetzes den sogenannten Ü45-Check-up eingeführt, einen berufsbezogenen Gesundheitscheck, bei dem man schaut, ob jemand diesen Beruf auch gesund weitermachen kann, und aus dem Maßnahmen und Unterstützung am Arbeitsplatz, im Unternehmen resultieren oder, wenn nötig, eine Umschulung.","","","18",19,19116
"20",20," Das ist konkrete Politik für konkrete Probleme konkreter Menschen.","","","19",19,19116
"21",21," Dafür brauchen wir dann natürlich auch Qualifikation.","","","20",19,19116
"22",22," Wir haben mit dem Qualifizieı einen ersten großen Schritt in die richtige Richtung g getan, einen ersten großen Schritt, um Weiterbildung und Qualifizierung für diejenigen, die vom Strukturwandel betroffen sind, zu unterstützen.","","","21",19,19116
"23",23," Aber wir wollen mit dem „Arbeitvon-morgen-Gesetz“ das Ganze weiterentwickeln.","","","22",19,19116
"24",24," Wir wollen noch flexibler und noch näher an den Arbeitnehmerinnen und Arbeitnehmern und den Unternehmen unterstützen können und drohender Arbeitslosigkeit mit Qualifizierung begegnen; und wir wollen flexibel sein, wenn die Konjunktur nicht mehr so brummt.","","","23",19,19116
"25",25," Prävention ist also die erste Aufgabe.","","","24",19,19116
"26",26," Zweitens.","","","25",19,19116
"27",27," Sicherheit und Wandel.","","","26",19,19116
"28",28," Wir haben in dieser Koalition ein Recht auf Weiterbildungsberatung geschaffen, und wir werden ein Recht auf das Nachholen eines Berufsabschlusses beschließen, wie in der Weiterbildungsstrategie beschrieben.","","","27",19,19116
"29",29," Die SPD möchte darüber hinaus ein Recht auf Weiterbildung für alle im Strukturwandel und ein Recht auf den Start in einen neuen Beruf.","","","28",19,19116
"30",30," Das ist unsere Forderung.","","","29",19,19116
"31",31," Wer arbeiten möchte, der muss das auch können.","","","30",19,19116
"32",32," Dabei wollen wir die Menschen unterstützen; das ist unser Ansatz.","","","31",19,19116
"33",33,"Drittens.","","","32",19,19116
"34",34," Wir wollen Leistung anerkennen.","","","33",19,19116
"35",35," Wir wollen Arbeitsleistung besser anerkennen, aber vor allem eigenes Engagement besser unterstützen.","","","34",19,19116
"36",36," Das wollen wir — in unserem Sozialstaatspapier haben wir das beschrieben — durch die Einführung eines Arbeitslosengeldes Q erreichen.","","","35",19,19116
"37",37," Wer nicht schnell wieder Arbeit findet, bekommt eine individuelle, eine passgenaue Weiterbildung und das Arbeitslosengeld Q zusätzlich zum Arbeitslosengeld.","","","36",19,19116
"38",38," So wird der Bezug verlängert für diejenigen, die sich weiterbilden und qualifizieren.","","","37",19,19116
