"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",83,19095
"2",2," Vielen Dank.","","","01",83,19095
"3",3," — Nächste Rednerin ist die Kollegin Katja Keul für Bündnis 90/Die Grünen.","","","02",83,19095
"4",4," Katja Keul:","","","03",83,19095
"5",5,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Die malische Armee ist nach wie vor nicht inKatja Keulder Lage, das eigene Land zu verteidigen, und benötigt deshalb immer noch Ausbildung und Unterstützung.","","","04",83,19095
"6",6,"Wir Grüne haben die Ausbildungsmission EUTM seit 2013 unterstützt.","","","05",83,19095
"7",7," Europa hat nämlich aus einem doppelten Grund eine Verantwortung für Mali.","","","06",83,19095
"8",8," 2011 war die malische Armee ein wehrloser Haufen ohne Ausrüstung und Fähigkeiten.","","","07",83,19095
"9",9," Die Soldaten waren den aus Libyen zurückkehrenden Tuareg-Söldnern hilflos ausgeliefert.","","","08",83,19095
"10",10," Diese waren mit den modernsten Waffen aus dem Arsenal Gaddafis ausgestattet, die Europäer ihnen geliefert hatten.","","","09",83,19095
"11",11," Erst hat also die Rüstungsindustrie ein gutes Geschäft mit den Waffenlieferungen an Gaddafi gemacht.","","","10",83,19095
"12",12," Dann hat die NATO das Land bombardiert, ohne sich im Geringsten um die Folgen dieses Krieges zu scheren.","","","11",83,19095
"13",13," Im Januar 2012 wurden in der Nähe von Kidal 100 Soldaten der malischen Armee in ihrem Camp brutal ermordet.","","","12",83,19095
"14",14," Welche der kriminellen oder islamistischen Gruppen dafür verantwortlich war, weiß man bis heute nicht.","","","13",83,19095
"15",15," Die malischen Soldaten und ihre Angehörigen waren jedenfalls danach nicht mehr bereit, sich massakrieren zu lassen, zogen nach Bamako und putschten im März 2012.","","","14",83,19095
"16",16,"Wie sieht es jetzt, nach sechs Jahren europäischer Ausbildungsmission, aus? In der Mandatsbegründung selbst heißt es:","","","15",83,19095
"17",17,"Die Fortschritte im Bereich der Sicherheitskräfte sind bislang begrenzt.","","","16",83,19095
"18",18,"Was aus den in Koulikoro ausgebildeten Soldaten wird und wo sie im Einsatz sind, kann niemand nachverfolgen, weil es kein Personalmanagement gibt.","","","17",83,19095
"19",19," Das ist aber nicht das Einzige, was fehlt.","","","18",83,19095
"20",20," Das von der malischen Regierung zu stellende Material ist eine Katastrophe.","","","19",83,19095
"21",21," Fahrzeuge sind nicht fahrtauglich, und Werkzeug für Reparaturarbeiten ist nicht vorhanden.","","","20",83,19095
"22",22," In Brüssel liegt bereits eine Wunschliste für europäisches Ausbildungsmaterial für Mali vor.","","","21",83,19095
"23",23," Ich muss sagen:","","","22",83,19095
"24",24," Wenn wir schon diesen Aufwand betreiben, sollten wir nicht am falschen Ende sparen.","","","23",83,19095
"25",25,"Der Aufwand für Logistik und Sicherung der Ausbilder steht leider ohnehin in keinem Verhältnis.","","","24",83,19095
"26",26," Von aktuell 170 Bundeswehrangehörigen sind gerade einmal sieben mit der eigentlichen Ausbildung beschäftigt, allesamt ohne Französischkenntnisse.","","","25",83,19095
"27",27," Ich hatte bei meinen Gesprächen durchaus den Eindruck, dass Sprachkurse als Einsatzvorbereitung gerne angenommen würden.","","","26",83,19095
"28",28," Ich finde, ein solches Angebot sollte eine Selbstverständlichkeit sein.","","","27",83,19095
"29",29," Was allerdings die Kosten-Nutzen-Rechnung endgültig zum Kippen bringen könnte, ist die Sicherheitslage.","","","28",83,19095
"30",30," Der komplexe Angriff vom 24.","","","29",83,19095
"31",31," Februar dieses Jahres auf die Offiziersschule in Koulikoro wird Sicherheitsvorkehrungen in völlig neuen Dimensionen erforderlich machen.","","","30",83,19095
"32",32," Trotz aller Vorkehrungen ist nicht auszuschließen, dass die Militärpräsenz der Europäer in unmittelbarer Nähe zur Stadt selbst zu einem Sicherheitsrisiko für die Zivilbevölkerung wird.","","","31",83,19095
"33",33," Das derzeit führende Islamistennetzwerk hat sich nicht nur zu dem Anschlag bekannt, sondern auch die ,,fremden Besatzer“ zum Anschlagsziel erklart.","","","32",83,19095
"34",34," Es war reiner Zufall, dass der Anschlag missglückte und die Angreifer nicht ins Camp eindringen konnten.","","","33",83,19095
"35",35," Vor diesem Hintergrund gehört die Mission gründlich auf den Prüfstand gestellt.","","","34",83,19095
"36",36,"Wenn wir für sieben Trainer insgesamt 170 Soldaten nach Malı schicken müssen, die dann auf unzureichendes Material stoßen und durch ihre Präsenz im Land ein Angriffsziel für die Islamisten bieten, muss die Frage erlaubt sein, ob das der richtige Weg ist.","","","35",83,19095
"37",37," Ich habe da inzwischen erhebliche Zweifel.","","","36",83,19095
"38",38," Es drängt sich doch die Frage auf, ob wir die malischen Offiziere nicht besser und effizienter in Europa ausbilden könnten.","","","37",83,19095
"39",39," Das scheint mir nicht nur günstiger zu sein, was den Kostenaufwand anbetrifft, sondern auch im Hinblick auf die Sicherheitslage.","","","38",83,19095
"40",40,"Eines soll jedenfalls nicht als Grund herhalten:","","","39",83,19095
"41",41," die Symbolik einer EU-Präsenz um ihrer selbst willen.","","","40",83,19095
"42",42," Wir dürfen unsere Soldatinnen und Soldaten nur in einen solchen Einsatz schicken, wenn es wirklich der Ausbildung der malischen Armee zugutekommt.","","","41",83,19095
"43",43," Wenn es nur darum geht, zu beweisen, dass die EU in Afrika irgendwie dabei ist, wäre das nicht zu legitimieren.","","","42",83,19095
"44",44,"Selbst wenn Sie diesmal noch die Unterstützung der Grünenfraktion für diese Mission bekommen sollten, muss sich im nächsten Jahr einiges ändern, sonst verliert diese Mission langfristig endgültig ihre Legitimität.","","","43",83,19095
"45",45,"Vielen Dank.
Vizepräsident Thomas ","","","44",83,19095
