"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",59,19095
"2",2,"Die nachste Rednerin:","","","01",59,19095
"3",3," die Kollegin Kathrin Vogler, Fraktion Die Linke.","","","02",59,19095
"4",4," Kathrin Vogler:","","","03",59,19095
"5",5,"Herr Präsident! Meine Damen und Herren! Die Bundesregierung beantragt heute, die Beteiligung der Bundeswehr an der Militärmission MINUSMA in Mali mit bis zu 1 100 Soldatinnen und Soldaten zu verlängern.","","","04",59,19095
"6",6," Dafür sollen innerhalb von zwölf Monaten rund 314 Millionen Euro ausgegeben werden - fast sechsmal so viel, wie der Zivile Friedensdienst für all seine Projekte weltweit zur Verfügung hat.","","","05",59,19095
"7",7," Aber:","","","06",59,19095
"8",8," Von Stabilität ist Mali im Jahr sechs dieses Kampfeinsatzes weiter entfernt als zuvor, trotz des Friedensabkommens von 2015.","","","07",59,19095
"9",9," Allein in den letzten Monaten sind 600 Menschen bei Anschlägen gestorben.","","","08",59,19095
"10",10,"Auch für die Bundeswehr ist Mali ein gefährliches Terrain, nicht nur wegen der Aufständischen und Islamisten.","","","09",59,19095
"11",11," Erst im Februar wurden deutsche Soldaten in Gao von bewaffneten Verbündeten der malischen Armee angegriffen.","","","10",59,19095
"12",12," Und als Ende März 130 Menschen bei einem blutigen Massaker getötet wurden, darunter schwangere Frauen, Kinder, alte Menschen, stellte sich heraus, dass die Angreifer einer Miliz angehörten, die an der Seite der Zentralregierung kämpft — Verbündete jener Regierung, die die Bundeswehr unterstützen soll.","","","11",59,19095
"13",13," Diese Toten und Verletzten sind Opfer einer Politik, die sich auf Kriegslogik stützt.","","","12",59,19095
"14",14," Deswegen trägt die Bundesregierung hier eine Mitverantwortung.","","","13",59,19095
"15",15," In Mali sehen wir das fatale Erbe einer desaströsen Interventionspolitik des Westens.","","","14",59,19095
"16",16," Als die NATO 2011 in Libyen die Herrschaft von Muammar al-Gaddafi gewaltsam stürzte, trieb sie bewaffnete Tuareg-Milizen zurück nach Mali und legte damit den Grundstein für die Gewalt und die Konflikte.","","","15",59,19095
"17",17," Guido Westerwelle hat damals als Außenminister richtig entschieden, als er sich gegen eine deutsche Beteiligung an dieser verhängnisvollen Militäraktion gestemmt hat, auch wenn ihm das scharfe Kritik einbrachte, vor allem aus Frankreich, aber leider auch von der deutschen Sozialdemokratie.","","","16",59,19095
"18",18,"Die Versuche, jetzt in Mali und den Nachbarstaaten die brutalen Folgen einer völlig falschen Kriegspolitik mit ebensolchen Mitteln zu begrenzen, können nur scheitern.","","","17",59,19095
"19",19," Und was macht die Bundesregierung? Sie nimmt dieses Scheitern gar nicht zur Kenntnis.","","","18",59,19095
"20",20," Nicht nur, dass sie in der Mandatsbegründung beschönigend von „Herausforderungen“ in einem „komplexen Umfeld“ fabuliert — es steht auch amtlicher Unsinn drin.","","","19",59,19095
"21",21," Ich zitiere mal:","","","20",59,19095
"22",22," Als Teil der Umsetzung des Friedensabkommens von Algier hat die Regierung im November 2018 mit der Integration ehemaliger Kämpfer in die Reihen der malischen Armee begonnen.","","","21",59,19095
"23",23,"Herr Maas, Entwaffnung und Demobilisierung bedeuten doch nicht, die Milizen in andere bewaffnete Einheiten zu überführen, sondern Menschen, die in ihrem Leben nichts anderes als Kämpfen gelernt haben, endlich eine zivile Perspektive zu schaffen.","","","22",59,19095
"24",24," Der Versuch, die vielen Kämpfer über die Aufnahme in die Lohnlisten von Armee und Polizei quasi ruhigzustellen, ist ein riesiges Risiko für den Frieden und schafft die Grundlage für neue Gewaltkonflikte.","","","23",59,19095
"25",25," Sie wissen das, und Sie ignorieren es.","","","24",59,19095
"26",26," Das finde ich unerhört.","","","25",59,19095
"27",27," Da ist es kein Wunder, dass inzwischen 60 Prozent der malischen Bevölkerung den Friedensprozess für gescheitert halten und der Widerstand gegen die fremden Soldaten im Land immer stärker wird.","","","26",59,19095
"28",28," Schon im letzten Jahr kritisierte die International Crisis Group die Fokussierung der internationalen Kräfte auf den sogenannten Antiterrorkampf, und sie riet den Regierungen in der Region und den internationalen Partnern, die militärischen Einsätze zurückzufahren und die humanitäre Unterstützung und den Dialog auch mit den militanten Kräften stärker zu fördern.","","","27",59,19095
"29",29," Genau eine solche Friedenslogik ist gefragt, um in Mali Sicherheit und Stabilität zu fördern.","","","28",59,19095
"30",30," Dafür bekämen Sie, Herr Maas, auch die Unterstützung der Linken - für die Fortsetzung der Kriegslogik niemals.","","","29",59,19095
"31",31," Vizepräsident Dr.
 Hans-Peter ","","","30",59,19095
