"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",13,19091
"2",2,"Vielen Dank, Herr Minister.","","","01",13,19091
"3",3," — Als nächster Nachfragesteller hat der Kollege Harald Weinberg, Die Linke, das Wort.","","","02",13,19091
"4",4," Harald Weinberg:","","","03",13,19091
"5",5,"Vielen Dank, Herr Präsident.","","","04",13,19091
"6",6," — Herr Minister, trifft es zu — das betrifft nicht Ihr Ressort direkt, sondern das Ressort von Herrn Kollegen Heil -, dass nach dem Arbeitnehmer-Entsendegesetz eine paritätisch besetzte Kommission eingerichtet werden soll, die für jeweils 24 Monate die Arbeitsbedingungen i in der Pflege nachhaltig bestimmen soll, was de facto eine Allg it von bisher existierenden Tarifverträgen wäre?Jens Spahn, Bundesminister für Gesundheit:","","","05",13,19091
"7",7,"Herr Kollege, es stimmt, dass das unser Ziel ist.","","","06",13,19091
"8",8," Aber Sie wissen auch — es geht um die sogenannte Wirkmächtigkeit und die Frage, wie viele Arbeitnehmerinnen und Arbeitnehmer als Pflegekräfte von den jeweiligen Tarifverträgen entsprechend betroffen sind —, dass es im Moment solche Tarifverträge mit einer so hinreichenden Umfassung noch nicht gibt.","","","07",13,19091
"9",9," Deswegen ist die Frage — darauf spielen Sie auch an; Sie werden das der aktuellen Berichterstattung entnommen haben -, ob es arbeitgeberseitig gelingt, eine solche Größenordnung zu erreichen.","","","08",13,19091
"10",10," Das liegt nicht ausschließlich in unserer Hand — wir haben aber ein großes Interesse daran —, sondern es liegt vor allem in der Hand der Arbeitgeberverbände.
Vizepräsident Wolfgang ","","","09",13,19091
