"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",48,19091
"2",2," Dazu gibt es eine Nachfrage.","","","01",48,19091
"3",3," — Herr Kollege Dr.","","","02",48,19091
"4",4," Faber, bitte.","","","03",48,19091
"5",5,"Dr.","","","04",48,19091
"6",6," Marcus Faber:","","","05",48,19091
"7",7,"Vielen Dank, Herr Präsident.","","","06",48,19091
"8",8," — Herr Staatsminister, der Bundessicherheitsrat ist ja ein zentrales Organ der Sicherheitspolitik der Bundesregierung.","","","07",48,19091
"9",9," Warum flexibilisieren Sie nicht die Geheimhaltungsstufe des Bundessicherheitsrats je nach Anlass, um so die Öffentlichkeit und auch das Parlament stärker an den Beratungen, beispielsweise über kritische Rüstungsexporte, teilhaben zu lassen?Dr.","","","08",48,19091
"10",10," Hendrik Hoppenstedt, Staatsminister bei der Bundeskanzlerin:","","","09",48,19091
"11",11,"Herr Kollege, der Bundessicherheitsrat ist in allererster Linie ein Kabinettsausschuss.","","","10",48,19091
"12",12," Die Sitzungen unterliegen grundsätzlich erst einmal der Vertraulichkeit, ım Falle des Bundessicherheitsrates sogar der Geheimhaltung — aus, ich denke, nachvollziehbaren und guten Gründen.","","","11",48,19091
"13",13," Deswegen bleiben wir auch dabei, dass der Bundessicherheitsrat geheim tagt.
Vizepräsident Wolfgang ","","","12",48,19091
