"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",22,19117
"2",2," Bitte.","","","01",22,19117
"3",3,"Tankred Schipanski:","","","02",22,19117
"4",4,"Bei der KI-Strategie hatten wir eine sehr umfangreiche öffentliche Beteiligung, auch eine Parlamentsbeteiligung.","","","03",22,19117
"5",5," Wie wird denn sichergestellt, dass das auch bei der Datenstrategie der Fall ist? Gibt es schon Pläne, wie das Ganze erarbeitet werden soll, insbesondere auf welche Weise die Erkenntnisse des Parlaments in die Strategie einfließen?Dr.","","","04",22,19117
"6",6," Helge Braun, Bundesminister für besondere Aufgaben:","","","05",22,19117
"7",7,"Ich fand die Erarbeitung der KI-Strategie wirklich mustergültig.","","","06",22,19117
"8",8," Wir haben zuerst Eckpunkte beschlossen und dann einen sehr aktiven längeren Beteiligungsprozess betrieben, der über das hinausging, was wir aus dem klassischen Gesetzgebungsverfahren mit Bundund Länderanhörungen kennen.","","","07",22,19117
"9",9,"Ich glaube, dass dieses Vorgehen auch bei der Datenstrategie gut ist, weil es sich auch dabei um ein komplexes Thema handelt.","","","08",22,19117
"10",10," So können wir sehr viele Leute im Vorfeld der Erarbeitung einbeziehen.","","","09",22,19117
"11",11," Wir haben ja gesehen, dass wir allein über die Onlinebeteiligung zum Thema KI-Strategie - neben den Workshops und allem anderen — über 1 000 Eingaben erhalten haben, teilweise auch von Fachleuten.","","","10",22,19117
"12",12," Ich glaube, deshalb war die KI-Strategie am Schluss deutlich besser als die anfänglichen Eckpunkte.","","","11",22,19117
"13",13," Das ist, finde ich, ein guter Grund, bei der Datenstrategie ähnlich zu verfahren.","","","12",22,19117
"14",14," Dieser Weg dauert natürlich länger.","","","13",22,19117
"15",15," Deswegen hängt das auch ein bisschen davon ab, wie viel Zeit wir uns nehmen.","","","14",22,19117
"16",16," Prasident Dr.
 Wolfgang ","","","15",22,19117
