"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",134,19089
"2",2,"Nächster Redner für Bündnis 90/Die Grünen:","","","01",134,19089
"3",3," der Kollege Friedrich Ostendorff.","","","02",134,19089
"4",4,"Friedrich Ostendorff:","","","03",134,19089
"5",5,"Herr Präsident! Meine Damen und Herren! Viel wichtiger als die kleinen Ergänzungen und Neuformulierungen dieses Gesetzes, die wir ja alle mittragen, ist doch die spürbar notwendige strukturelle, grundlegende Veränderung der deutschen Landwirtschaft.","","","04",134,19089
"6",6," Die entscheidende Frage ist doch:","","","05",134,19089
"7",7," Soll sie weiterhin in industrieller Massenbilligproduktion für den Weltmarkt produzieren oder auf eine nachhaltige bäuerliche Struktur setzen?Die negativen Auswirkungen der Exportorientierung, wie gerade Sie von der CDU/CSU sie verfolgen, sind doch an vielen Punkten zu erkennen.","","","06",134,19089
"8",8," Die intensive, konzentrierte industrielle Tierhaltung führt zu einer nachhaltigen Schädigung der Umwelt.","","","07",134,19089
"9",9," Sie zerstört die bäuerliche, zerstört die ländliche Struktur.","","","08",134,19089
"10",10," Durch das ewige „Wachsen oder Weichen“ wird sie immer weniger von der Gesellschaft verstanden.","","","09",134,19089
"11",11," Es kann doch nicht das ZielFriedrich Ostendorffsein, extrem billig mit immer weniger gesellschaftlicher Akzeptanz zu produzieren.","","","10",134,19089
"12",12," Aber — und das ist besonders schlimm - es leiden eben auch die natürlichen Lebensgrundlagen.","","","11",134,19089
"13",13," Die Artenvielfalt leidet unter dieser falschen Ausrichtung.","","","12",134,19089
"14",14," Die starke Konzentration der Tierhaltung ist bekanntlich der Hauptgrund für die zu hohe Nitratbelastung unseres Grundwassers.","","","13",134,19089
"15",15," Die industrielle Tierhaltung in dieser Form, meine Damen und Herren, muss beendet werden, damit endlich Schluss ist mit der Belastung und Zerstörung von Boden, Wasser und Luft.","","","14",134,19089
"16",16,"Die Probleme, die diese falsche Orientierung verursacht, werden besonders in der noch zu novellierenden Novelle der Düngeverordnung sichtbar.","","","15",134,19089
"17",17," Ach nein, das ist falsch.","","","16",134,19089
"18",18," Seit gestern müssen wir ja sagen:","","","17",134,19089
"19",19," die abermals novellierungsbedürftige zu novellierende Novelle der Düngeverordnung.","","","18",134,19089
"20",20," So heißt es richtig.","","","19",134,19089
"21",21," Das zeigt schon:","","","20",134,19089
"22",22," Wir haben viel zu tun.","","","21",134,19089
"23",23," Nach jahrelangem Aussitzen und Nichtstun in Verbindung mit einem Negieren der Probleme reagieren Sie von CDU/CSU und Ministerium panikgetrieben auf dem Rücken der betroffenen Bäuerinnen und Bauern, für die dieser Eiertanz wirklich dramatisch und existenzbedrohend ist.","","","22",134,19089
"24",24,"Dass eine Ausrichtung auf den Export extrem risikoreich ist, zeigt aktuell doch die Zuckerindustrie.","","","23",134,19089
"25",25," Vor drei Jahren wurde Bäuerinnen und Bauern gesagt:","","","24",134,19089
"26",26," Die Welt wartet auf den Zucker.","","","25",134,19089
"27",27," Die Quote ist weg.","","","26",134,19089
"28",28," Gebt Gas! — Die Produktion stieg um 40 Prozent.","","","27",134,19089
"29",29," Jetzt gibt es einen dramatischen Preisverfall, und wir sehen den Rückzug vom Weltmarkt und radikale Produktionseinschränkungen.","","","28",134,19089
"30",30," Dieses Desaster der Weltmarktgläubigkeit, diese Achterbahnfahrt werden nicht die Aktionäre von Südzucker bezahlen.","","","29",134,19089
"31",31," Nein, bezahlen werden dieses unternehmerische Desaster einzig und allein die Produzentinnen und Produzenten.","","","30",134,19089
"32",32," Es ist also zwingend notwendig, den Fokus weg vom Weltmarkt und verstärkt auf die nachhaltige Produktion hochwertiger Lebensmittel für den europäischen, besonders aber auch für den regionalen Markt zu lenken.","","","31",134,19089
"33",33," Vizepräsident Dr.
 Hans-Peter ","","","32",134,19089
