"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",77,19074
"2",2," Für Bündnis 90/Die Grünen spricht nun die Kollegin Agnieszka Brugger.","","","01",77,19074
"3",3," Agnieszka Brugger:","","","02",77,19074
"4",4,"Herr Präsident! Meine Damen und Herren! In einer Welt, die in den letzten Jahren eher neue Grenzen und neue Konflikte, mehr Spannungen und Spaltungen zwischen Staaten und Gesellschaften gesehen hat, ist es mehr als eine gute Nachricht für Ostafrika, dass es nach Jahrzehnten zu einem historischen Friedensschluss zwischen Äthiopien und Eritrea gekommen ist.","","","03",77,19074
"5",5," Wo früher Schweigen und Schüsse geherrscht haben, kann jetzt der diplomatische Dialog beginnen.","","","04",77,19074
"6",6," Wo Familien auseinandergerissen worden sind, finden jetzt Telefonate und Besuche statt.","","","05",77,19074
"7",7,"Allerdings darf aus der berechtigten Freude nicht der naive Glaube werden, dass nun alles gut ist.","","","06",77,19074
"8",8," Ein Friedensprozess ist leider nun mal kein Selbstläufer, sondern das ist eine sehr schwierige, eine sehr fragile Entwicklung über Jahre hinweg.","","","07",77,19074
"9",9," Deshalb ist es bei allen Unterschieden richtig, dass sich durch alle Anträge die Forderung zieht, dass die deutsche und auch die europäische Seite diesen wichtigen Prozess tatkräftig unterstützen müssen.","","","08",77,19074
"10",10,"Zum anderen dürfen aber eben außenpolitische Erfolge auch nicht von der innenpolitischen Situation ablenken.","","","09",77,19074
"11",11," Meine Damen und Herren, Eritrea zählt zu den autoritärsten Staaten dieser Welt.","","","10",77,19074
"12",12," Die Liste der VN-Sonderberichterstatterin über die Menschenrechtsverletzungen ist ebenso lang wie schrecklich.","","","11",77,19074
"13",13," Folter, willkürliche Festnahmen:","","","12",77,19074
"14",14," Das ist übler Alltag in Eritrea.","","","13",77,19074
"15",15," Die Menschen werden dort zum sogenannten Nationalen Dienst gezwungen.","","","14",77,19074
"16",16," Das ist eigentlich nur eine freundlich klingende Umschreibung für Sklavenarbeit.","","","15",77,19074
"17",17," Schülerinnen und Schüler müssen einen militärischen Zwangsdienst leisten.","","","16",77,19074
"18",18," Frauen und Mädchen werden sexuell versklavt und gequält.","","","17",77,19074
"19",19," Die Bundesregierung sollte nicht, wie es die AfD gefordert hat, dieses brutale Regime mit Entwicklungszusammenarbeit unterstützen, sondern sie sollte die Mitgliedschaft Deutschlands im Sicherheitsrat der Vereinten Nationen dazu nutzen, eine Überweisung an den Internationalen Strafgerichtshof in Angriff zu nehmen.","","","18",77,19074
"20",20," Meine Damen und Herren, zumindest im Nachbarland Äthiopien gibt es innenpolitische Hoffnungsschimmer mit Blick auf etwas mehr Demokratie.","","","19",77,19074
"21",21," So wurden politische Gefangene endlich freigelassen, und die Exilopposition wurde eingeladen, sich am politischen Prozess zu beteiligen.","","","20",77,19074
"22",22," Es muss sich aber noch zeigen, ob die Rechte von Zivilgesellschaft, von Opposition und von Minderheiten wirklich respektiert werden und ob es zu einem fairen Ausgleich zwischen den unterschiedlichen Gruppen in der Gesellschaft kommt.","","","21",77,19074
"23",23," Die Bundesregierung sollte demokratische Reformen einfordern und unterstützen.","","","22",77,19074
"24",24," Dazu gehört aber zum Beispiel auch, sich dafür einzusetzen, dass das Anti-Ni gierungsorg nen-Gesetz endlich abgeschafft wird.","","","23",77,19074
"25",25,"Liebe Kolleginnen und Kollegen, eins muss bei der Zusammenarbeit zwischen der Europäischen Union und den afrikanischen Staaten aber auch ganz klar sein — das ist der entscheidende Unterschied zwischen unserem Antrag und denen der Koalition und der FDP —:","","","24",77,19074
"26",26," Wer Demokratie, wer Menschenrechte und Stabilität befördern will, der muss Frieden und Zukunftsperspektiven unterstützen und der darf nicht auf fragwürdige Deals und vermeintliche Sicherheitskooperationen mit autokratischen Regimen setzen.","","","25",77,19074
"27",27," Wir Grüne beobachten wirklich mit großer Sorge, wie aktuell Mittel unter dem Stichwort „Migrationsmanagement“ umgeschichtet werden und dass es immer weniger um echte Entwick] it, immer weniger um notleidende Menschen und ihre Perspektive geht, sondern immer mehr um die Abwehr von Geflüchteten.","","","26",77,19074
"28",28," Es ist einfach schwierig, Menschenrechte und Demokratie einzufordern, wenn man sich derart erpressbar macht.","","","27",77,19074
"29",29," Eine solche Politik ist nicht nur falsch und zynisch, sondern sie ist zugleich auch höchst naiv; denn sie droht am Ende die Fluchtgründe nicht zu beseitigen, sondern sogar noch zu befördern.","","","28",77,19074
"30",30," Denn wer von Fluchtursachenbekämpfung redet, damit aber vor allem Fluchtabwehr meint, der macht sich eben sehr angreifbar und sehr unglaubwürdig.","","","29",77,19074
"31",31,"Daher fordern wir die Bundesregierung an dieser Stelle und in unserem Antrag dazu auf, sich von einem solchen Kurswechsel zu verabschieden und ihm eine deutliche Absage auch auf europäischer Ebene zu erteilen.","","","30",77,19074
"32",32," Vizepräsident Dr.
 Hans-Peter ","","","31",77,19074
