"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",88,19120
"2",2," Ich sehe, Frau Kollegin Kluckert, Sie haben eine dringende Nachfrage.","","","01",88,19120
"3",3," Bitte schön.","","","02",88,19120
"4",4,"Daniela Kluckert:","","","03",88,19120
"5",5,"Vielen Dank, Herr Präsident.","","","04",88,19120
"6",6," — Frau Staatssekretärin, nun ist es so, dass in der deutschen Automobilindustrie 1,8 Millionen Menschen arbeiten.","","","05",88,19120
"7",7," Gerade im Osten unseres Landes gibt es viele Unternehmen, die als Zulieferer für die Automobilindustrie tätig sind.","","","06",88,19120
"8",8," Die Automobilindustrie steht stark unter Druck, unter anderem deswegen, weil es, von der Bundesregierung forciert, einen Weggang vom Verbrennungsmotor hin zum Elektromotor gibt, der eine deutlich geringere Fertigungstiefe hat.","","","07",88,19120
"9",9,"Nun gibt es alternative Kraftstoffe.","","","08",88,19120
"10",10," Das sind Kraftstoffe, die durch das Fehlen des Ausstoßes von CO, bei der Verbrennung eine Nullemission bei der Mobilität verursachen.","","","09",88,19120
"11",11," Daher stellt sich mir schon die Frage:","","","10",88,19120
"12",12," Warum werden entsprechende Technologien, die gerade für die Industrie in den neuen Ländern große Chancen bieten, steuerlich überhaupt nicht gefördert — im Gegensatz zur Elektromobilität?Sarah Ryglewski, Parl.","","","11",88,19120
"13",13," Staatssekretärin beim Bundesminister der Finanzen:","","","12",88,19120
"14",14,"Der in von Brennstoffzellen angetriebenen Fahrzeugen eingesetzte Wasserstoff unterliegt nicht der Energiesteuer.","","","13",88,19120
"15",15," Insofern ist hier die Frage nach steuerlicher Begünstigung nicht relevant.","","","14",88,19120
"16",16," Ich interpretiere Ihre Frage so, dass es um Power to Gas geht.","","","15",88,19120
"17",17," Sie können nicken, wenn ich — — — Okay.","","","16",88,19120
"18",18," Vielleicht führen Sie Ihre Frage in einer Nachfrage noch einmal aus.","","","17",88,19120
"19",19,"Uns ist natürlich bewusst, dass sich deutsche Automobilkonzerne hohen Anforderungen gegenübersehen.","","","18",88,19120
"20",20," Aber die Automobilkonzerne haben sich durchaus selber auf den Weg gemacht.","","","19",88,19120
"21",21," Außerdem ist nicht nur in Ostdeutschland die Automobilindustrie stark vertreten; auch in meinem Wahlkreis, Bremen I, gibt es eines der größten Werke von Mercedes.","","","20",88,19120
"22",22," Es ist mittlerweile Kompetenzzentrum für Elektromobilität.","","","21",88,19120
"23",23," Ja, die Fertigungstiefe bei alternativen Antriebssystemen ist anders als bei Verbrennungsmotoren; aber man sieht auch, dass sich die Automobilkonzerne selber auf den Weg machen.","","","22",88,19120
"24",24," Damit komme ich zur Frage, in welche Richtung sich das entwickelt:","","","23",88,19120
"25",25," Es liegt auch in der Verantwortung der Konzerne, sich auf die Entwicklung entsprechend einzustellen.","","","24",88,19120
"26",26," Zu sagen, nur der Staat könne regulieren, das würde ich jetzt so nicht unterschreiben.
Vizepräsident Wolfgang ","","","25",88,19120
