"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",58,19120
"2",2," Vielen Dank.","","","01",58,19120
"3",3," — Eine weitere Nachfrage, Frau Kollegin Polat?Filiz Polat:","","","02",58,19120
"4",4,"Vielen Dank, Herr Präsident.","","","03",58,19120
"5",5," — Ich frage die Beauftragte, wie sie sich zu dem Brief positioniert, den 120 Organisationen betreffend des Programms „Demokratie leben!“ an die Bundesregierung, vornehmlich an Frau Giffey, adressiert haben.","","","04",58,19120
"6",6," Darin wird noch einmal betont, dass die Aufstockung insofern nicht reicht, als die vorgesehenen Kürzungen gerade im Hinblick auf das Kompetenznetzwerk gegen Rassismus und Antiziganismus bestehen bleiben.","","","05",58,19120
"7",7," Wie positioniert sich die Beauftragte dazu? Gedenken Sie vielleicht, diese Organisationen aus Ihrem Etat zu unterstützen und zu finanzieren und gegebenenfalls die Mittel aufzustocken?Annette Widmann-Mauz, Staatsministerin bei der Bundeskanzlerin:","","","06",58,19120
"8",8,"Frau Kollegin Polat, wir sind uns einig:","","","07",58,19120
"9",9," Wir müssen Demokratie, Toleranz und Respekt nachhaltig fördern und Extremismus frühzeitig vorbeugen.","","","08",58,19120
"10",10," Deshalb ist entscheidend, dass wir in der Breite bereits viele gute Projekte haben, die gefördert werden und die jetzt durch die Zusage, dass die Mittel wieder auf das Niveau des letzten Jahres angehoben werden, auch eine Perspektive haben.","","","09",58,19120
"11",11," Wir haben uns auch dazu entschlossen, zu prüfen, wo wir weitere Schwerpunkte setzen und notwendige Programme verstärken müssen.","","","10",58,19120
"12",12," Wo ich das im Rahmen meines Arbeitsstabs und meiner Mittel tun kann, werde ich noch im Laufe dieses Jahres prüfen.
Vizepräsident Wolfgang ","","","11",58,19120
