"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",7,19088
"2",2,"Nächster Redner ist der Kollege Fabio De Masi, Die Linke.","","","01",7,19088
"3",3," Fabio De Masi:","","","02",7,19088
"4",4,"Herr Präsident! Meine sehr geehrten Damen und Herren! Chers Collegues! Laut amtlichem Handbuch des Bundestages ist Herr Kleinwächter ledig.","","","03",7,19088
"5",5," Ich muss sagen:","","","04",7,19088
"6",6," Nach Ihren Ausführungen zum Eheleben überrascht mich das irgendwie nicht.","","","05",7,19088
"7",7," Meine Fraktion befürwortet selbstverständlich eine engere deutsch-französische Zusammenarbeit.","","","06",7,19088
"8",8," Wir meinen aber, Europa über Rüstung einen zu wollen, so wie es im Aachener Vertrag angelehnt ist, darüber, dass man Waffenexporte nach Saudi-Arabien erleichtert, wird nicht gelingen.","","","07",7,19088
"9",9," Die Linke ist überzeugt — der Brexit zeigt es ja —, dass der Zusammenhalt in der EU schwindet.","","","08",7,19088
"10",10," Wir sind überzeugt:","","","09",7,19088
"11",11," Wer den europäischen Zusammenhalt sichern will, der muss etwas für den sozialen Zusammenhalt in der EU tun.","","","10",7,19088
"12",12," Selbst Präsident Macron, der in Frankreich bisher als Präsident der Reichen galt, hat unter dem Druck von Protesten angefangen, über soziale Reformen in der EU zu reden, Beispiel:","","","11",7,19088
"13",13," Mindestlöhne.","","","12",7,19088
"14",14," Gemeint ist nicht ein einheitlicher Mindestlohn in Bulgarien und Schweden; der wäre für Bulgarien zu hoch und für Schweden zu niedrig.","","","13",7,19088
"15",15," Gemeint ist, dass überall in Europa 60 Prozent der nationalen Durchschnittslöhne als Mindestlohn gelten soll.","","","14",7,19088
"16",16," In Deutschland läge der Mindestlohn dann bei über 12 Euro, wie es Die Linke fordert, was auch nötig ist, um zu verhindern, dass Menschen, die ihr ganzes Leben lang geschuftet haben, im Alter zum Amt müssen.","","","15",7,19088
"17",17,"Die CDU-Vorsitzende Annegret Kramp-Karrenbauer müsste als Saarländerin Frankreich eigentlich verstehen.","","","16",7,19088
"18",18," Sie hatte für diese Vorschläge von Herrn Macron aber nur ein Nein übrig.","","","17",7,19088
"19",19," Sie ist noch nicht Kanzlerin; aber sie ist bereits „Madame Non“.","","","18",7,19088
"20",20," Der außenpolitische Berater des großen Europäers Helmut Kohl, Horst Teltschik, erinnerte kürzlich daran, dass Europa Krisen immer dann meisterte, wenn sich Deutschland, Frankreich und auch Russland — wie beim Minsker Abkommen für die Ukraine — an einen Tisch setzen.","","","19",7,19088
"21",21,"Im Antrag der Großen Koalition steht, wir sollten transatlantisch bleiben und europäisch werden.","","","20",7,19088
"22",22," Wir mei Fabio De Masinen aber:","","","21",7,19088
"23",23," Wenn die EU ihre Interessen ernst nimmt, muss sie sich vom Rockzipfel Donald Trumps lösen.","","","22",7,19088
"24",24," Dazu gehört auch, wie es Herr Kubicki gestern gefordert hat, dem US-Botschafter Richard Grenell einen Rückflug in die USA zu spendieren, wenn er sich weiter danebenbenimmt.","","","23",7,19088
"25",25," Die deutsch-französische Zusammenarbeit wäre eine Chance, Europa aus der Depression zu führen.","","","24",7,19088
"26",26," Meine Fraktion hat eine tiefere Zusammenarbeit zwischen Assemblee nationale und Bundestag mit großer Sympathie begleitet; aber die GroKo hat hierbei fast alles falsch gemacht, was man falsch machen konnte.","","","25",7,19088
"27",27,"Erstens.","","","26",7,19088
"28",28," Monatelang warteten wir auf den Aachener Vertrag der Regierungen.","","","27",7,19088
"29",29," Im Januar — die Kollegin Beer hat daran erinnert — wollten wir dieses Abkommen dann auf den Weg bringen; aber weil Herr Macron und Frau Merkel dann doch mit ihrem Vertrag fertig wurden, hat man das kurzerhand abgesetzt.","","","28",7,19088
"30",30," Frei nach dem Motto von Ludwig XTV.","","","29",7,19088
"31",31,":","","","30",7,19088
"32",32," „L’etat c’est moi.","","","31",7,19088
"33",33,"“Zweitens.","","","32",7,19088
"34",34," Der Aachener Vertrag, der durchaus auch sinnvolle Aspekte bei Kultur und Forschung enthält, setzt einen völlig falschen Schwerpunkt auf Aufrüstung.","","","33",7,19088
"35",35," Wer meint, die EU sei in der Krise, weil zu wenig Waffen oder Flugzeugträger produziert werden, weil der militärisch-industrielle Komplex in Europa noch nicht mächtig genug ist, der hat nichts verstanden, verehrte Damen und Herren.","","","34",7,19088
"36",36," Die Kriege im Nahen und Mittleren Osten haben Terror, Staatenverfall und Flucht begünstigt.","","","35",7,19088
"37",37," Mehr Aufrüstung bedeutet eben nicht mehr, sondern weniger Sicherheit und Stabilität in Europa.","","","36",7,19088
"38",38,"Drittens.","","","37",7,19088
"39",39," Wir haben von einer geheimen Nebenabrede aus der Presse erfahren, wonach die Bundesregierung kein Veto bei gemeinsamen Rüstungsprojekten mit Frankreich einlegen wird, wenn die Waffen zum Beispiel nach Saudi-Arabien, an eine Diktatur, an Sponsoren des internationalen Terrorismus, geliefert werden.","","","38",7,19088
"40",40," Die Begründung ist geradezu zynisch:","","","39",7,19088
"41",41," Europe United, ein gemeinsames Europa, erfordere, dass wir unsere nationalen Waffenexportrichtlinien aufweichen.","","","40",7,19088
"42",42," Das, verehrte Damen und Herren, ist ein Missbrauch der europäischen Idee.","","","41",7,19088
"43",43," Geht es um die Euro-Zone, um die schwarze Null oder eine Mindestlohnrichtlinie, soll die EU immer deutsch sprechen; aber bei Rüstungsexportrichtlinien oder einer echten Finanztransaktionsteuer entdeckt die GroKo ihr Herz für Europa, und angeblich ist nichts alleine durchsetzbar.","","","42",7,19088
"44",44," Das nimmt Ihnen keiner ab.","","","43",7,19088
"45",45,"Viertens.","","","44",7,19088
"46",46," Die Große Koalition will nun die sogenannte doppelte Mehrheit in der Geschäftsordnung der deutsch-französischen Versammlung verankern, damit ja nichts gegen die Mehrheit von Herrn Macron in Frankreich oder die Mehrheit von Frau Merkel in diesem Haus entschieden werden kann.","","","45",7,19088
"47",47," Dann könnten die Parlamente aber auch gleich getrennt beraten.","","","46",7,19088
"48",48," Das ist doch absurd, verehrte Kolleginnen und Kollegen.","","","47",7,19088
"49",49," Deutschland und Frankreich könnten Hoffnung für Europa stiften mit stärkerer Zusammenarbeit bei grenzüberschreitenden Investitionen, gegen Jugendarbeitslosigkeit oder gegen den Klimawandel, bei Strafsteuern auf Finanzflüsse in Steueroasen, auch solchen in der EU, bei Abrüstung oder bei einem Friedensdienst junger Deutscher und Franzosen, bei Forschungen im Bereich der künstlichen Intelligenz und auch bei der Bildung für natürliche Intelligenz, bei Kultur und deutsch-französischen Medien wie Arte.","","","48",7,19088
"50",50," Das wäre im Geist von Egalite, Liberté und Fraternite.","","","49",7,19088
"51",51," Ich fasse zusammen:","","","50",7,19088
"52",52," Die Linke hat sich bemüht, zwischen dem Aachener Vertrag und dem Parlamentsabkommen zu unterscheiden.","","","51",7,19088
"53",53," Wir erkennen auch die redlichen Bemühungen von Herrn Jung, für Ausgleich zu sorgen, an.","","","52",7,19088
"54",54," Aber die ganze Hinterzimmerposse um dieses Parlamentsabkommen hat es uns verleidet.","","","53",7,19088
"55",55," Sie überzeugt uns nicht.","","","54",7,19088
"56",56," Deswegen wird meine Fraktion dem Parlamentsabkommen mehrheitlich nicht zustimmen.","","","55",7,19088
"57",57," Die Linke fühlt sich der deutsch-französischen Freundschaft verpflichtet, aber nicht der Rüstungsindustrie und nicht den Regierungen in Berlin und Paris.","","","56",7,19088
"58",58,"Vielen Dank.","","","57",7,19088
"59",59,"Präsident Dr.
 Wolfgang ","","","58",7,19088
