"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",7,19087
"2",2," Sabine Zimmermann, Die Linke, ist die nächste Rednerin.","","","01",7,19087
"3",3," Sabine Zimmermann:","","","02",7,19087
"4",4,"Sehr geehrter Herr Präsident! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Seit fast 30 Jahren bin ich in der Politik aktiv.","","","03",7,19087
"5",5," Jedes Jahr höre ich am Internationalen Frauentag warme Worte der Bundesregierung, aber geändert hat sich wenig.","","","04",7,19087
"6",6," Wir sagen:","","","05",7,19087
"7",7," zu wenig bei den Arbeits- und Lebensbedingungen.","","","06",7,19087
"8",8," Um die geht es nämlich, meine Damen und Herren, wenn wir am Internationalen Frauentag eine Debatte führen.","","","07",7,19087
"9",9," Es geht um die Verkäuferin im Einzelhandel, die einfach keine Vollzeitstelle bekommt.","","","08",7,19087
"10",10," Aber in Teilzeit reicht der Lohn nicht.","","","09",7,19087
"11",11," Also muss sie einen Zweitjob annehmen.","","","10",7,19087
"12",12," Bei der nächsten Änderung des Schichtplanes muss sie aber zittern, ob die neuen Arbeitszeiten mit ihrem Zweitjob vereinbar sind.","","","11",7,19087
"13",13," Es geht um die Pflegerinnen, die miserable Arbeitsbedingungen haben und mit niedrigen Löhnen abgespeist werden.","","","12",7,19087
"14",14," Schaffen Sie endlich den Niedriglohnsektor ab! Das ist Ausbeutung und nichts anderes, meine Damen und Herren! Unfreiwillige Teilzeit, Minijobs, Niedriglohn, Arbeiten ohne Sozialversicherung, davon sind Frauen doch besonders betroffen.","","","13",7,19087
"15",15," Die Linke fordert klare Regeln für gute Arbeit, die für Frauen spürbar etwas bewirken.","","","14",7,19087
"16",16," Und niedrige Löhne ziehen immer niedrige Renten nach sich.","","","15",7,19087
"17",17," Altersarmut ist da vorprogrammiert.","","","16",7,19087
"18",18," Sorgen Sie endlich dafür, dass Frauen im Alter eben nicht auf die Tafeln angewiesen sind.","","","17",7,19087
"19",19," Die Linke sagt:","","","18",7,19087
"20",20," Rauf mit dem Rentenniveau auf 53 Prozent! Und eine solidarische Mindestrente von 1 050 Euro, damit ein Leben in Würde machbar ist! Frauen wie auch Männer müssen ihre Arbeitskraft verkaufen, oft zu miserablen Bedingungen.","","","19",7,19087
"21",21," Aber die Arbeit von Frauen wird schlechter bezahlt, und Frauen leisten den größten Teil der Fürsorgearbeit in der Familie.","","","20",7,19087
"22",22," Beides hängt zusammen.","","","21",7,19087
"23",23," Um das zu ändern, reichen weder Ihre Sonntagsreden noch die Gesetze mit den schénen Namen.","","","22",7,19087
"24",24," Da ist Mut für grundlegende Veränderungen gefordert, und den haben Sie nicht.","","","23",7,19087
"25",25," Die letzte Bundesregierung kümmerte sich lieber um 20 Aufsichtsrätinnen statt um 20 Millionen erwerbstätige Frauen.","","","24",7,19087
"26",26," Die neue Bundesregierung hat das Recht auf Rückkehr von Teilzeit in Vollzeit eingeführt, aber ein Großteil der Beschäftigten geht leer aus.","","","25",7,19087
"27",27," Gleichstellung für einige wenige ist eine Alibiveranstaltung, aber keine Politik, meine Damen und Herren.","","","26",7,19087
"28",28," Ich will es mit den Worten von Clara Zetkin sagen:","","","27",7,19087
"29",29," Der Kampf um die Gleichstellung der Frau ist kein Kampf zwischen den Geschlechtern, sondern ein Kampf zwischen Ausbeutern und Ausgebeuteten.","","","28",7,19087
"30",30," — Es geht nicht um den steigenden Anteil von Frauen in Aufsichtsräten.","","","29",7,19087
"31",31," Es geht darum, die Interessen der Menschen durchzusetzen, die in der Gesellschaft benachteiligt sind.","","","30",7,19087
"32",32," Dafür steht Die Linke.","","","31",7,19087
"33",33," Die Linke fordert:","","","32",7,19087
"34",34," Frauen gehört die Hälfte der Sitze in den Parlamenten! Gleicher Lohn für gleiche Arbeit, gute und selbstbestimmte Arbeitsbedingungen, starke Betriebsräte und Gewerkschaften und eine verlässliche soziale Sicherung, und das nicht nur am Internationalen Frauentag, nein, 365 Tage im Jahr!Danke schön.","","","33",7,19087
"35",35,"Präsident Dr.
 Wolfgang ","","","34",7,19087
