"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",85,19079
"2",2," Vielen Dank.","","","01",85,19079
"3",3," — Haben Sie eine Zusatzfrage?Dr.","","","02",85,19079
"4",4," Alexander S.","","","03",85,19079
"5",5," Neu:","","","04",85,19079
"6",6,"Herr Staatsminister Roth, der Leiter der Delegation des Internationalen Komitees vom Roten Kreuz hat sich dagegen ausgesprochen, an der Verteilung der Lieferungen der Amerikaner teilzunehmen, mit dem Hinweis, dass die Unabhängigkeit, die Unparteilichkeit und die Neutralität nicht gewährleistet seien.","","","05",85,19079
"7",7," Auch die UNO und der Präsident der Internationalen Rotkreuz- und Rothalbmond-Bewegung, Francesco Rocca, haben davor gewarnt, die humanitäre Hilfe zu politisieren.","","","06",85,19079
"8",8," Teilt die Bundesregierung die Position der genannten Organisationen, dass die Hilfslieferungen der Amerikaner letztendlich zu nichts anderem als zu politischer Propaganda dienen?Michael Roth, Staatsminister im Auswärtigen Amt:","","","07",85,19079
"9",9," Es ist eine große Tragödie, lieber Kollege Neu, für die betroffenen Menschen in Venezuela, dass sie keinen Zugang zu Nahrungsmitteln und medizinischer Versorgung haben.","","","08",85,19079
"10",10," Dem versucht die Bundesregierung dadurch Abhilfe zu leisten, dass sie noch einmal 5 Millionen Euro für die humanitäre Hilfe zur Verfügung gestellt hat.","","","09",85,19079
"11",11," Wir haben bislang schon knapp 15 Millionen Euro an humanitärer Hilfe für die geflüchteten Menschen in der Nachbarschaft bereitgestellt.","","","10",85,19079
"12",12," Dabei leisten wir keine Direkthilfen, sondern wir bedienen uns dort entsprechener die das im Auftrag Deutschlands oder der Europäischen Union erfüllen.","","","11",85,19079
"13",13," Aber es ist skandalös, dass die venezolanische Regierung sich derzeit weigert, ihren Menschen diese notwendige Hilfe zukommen zu lassen.","","","12",85,19079
"14",14," Noch ein Punkt, der mich besonders fassungslos macht:","","","13",85,19079
"15",15," Die Menschen in Venezuela erhalten von der Regierung eine Identifikationskarte, sie werden dort registriert, und damit kann unerwünschtes Verhalten unmittelbar sanktioniert werden.","","","14",85,19079
"16",16," Das heißt, die Menschen in Venezuela erhalten nur dann Grundnahrungsmittel, wenn sie an Pro-Regierung-Versammlungen oder an Wahlen mit dieser Karte teilnehmen.","","","15",85,19079
"17",17," Das muss bestätigt werden, und diese Daten sind dann bei der Abholung der Lebensmittel abrufbar.","","","16",85,19079
"18",18," Das ist die Realität in diesem Land.
 Vizepräsident Thomas ","","","17",85,19079
