"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",58,19133
"2",2," Frau Ministerin.","","","01",58,19133
"3",3,"Christine Lambrecht, Bundesministerin der Justiz und für Verbraucherschutz:","","","02",58,19133
"4",4,"Uns allen, auch mir als damalige Abgeordnete, war es bei der Neuregelung des $ 219a wichtig, dass sich Frauen, die sich in dieser ganz schwierigen Situation befinden, informieren können, welche Möglichkeiten es gibt, wo es solche Möglichkeiten gibt; denn ich glaube, es ist das Allerwichtigste, dass man sich, bevor man eine solche Entscheidung trifft, entsprechend informieren kann.","","","03",58,19133
"5",5," Ich glaube, das ist mit der Neuregelung des $ 219a auch ermöglicht worden.","","","04",58,19133
"6",6,"Was ich für eine bedenkliche Entwicklung halte, ist, dass sich immer mehr Ärztinnen und Ärzte nicht mehr in Listen, zum Beispiel bei der Bundesärztekammer, eintragen lassen, weil sie in Sorge sind, dass diese Eintragung dann zu Repressalien vor Ort, in ihren Praxen, gegenüber ihren Familien, führt.","","","05",58,19133
"7",7," Das ist etwas, was sie davon abhält, dieses Angebot kundzutun, und das führt dazu, dass Frauen eben weniger Ansprechpartner in solchen ganz schwierigen Situationen haben.","","","06",58,19133
"8",8," Deswegen ist es wichtig, dass wir deutlich machen:","","","07",58,19133
"9",9," Das ist eine ganz schwierige Situation, und selbstverständlich muss es für Frauen dieses Angebot geben.","","","08",58,19133
"10",10," $ 219a bietetBundesministerin Christine Lambrecht so, wie er jetzt neu geregelt ist, die Möglichkeit, sich entsprechend zu informieren.","","","09",58,19133
"11",11,"Die Urteile, die Sie angesprochen haben, beruhen zum Teil noch auf der alten Rechtslage.
Vizepräsidentin Claudia ","","","10",58,19133
