"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",50,19134
"2",2,"Vielen Dank, Johannes Schraps.","","","01",50,19134
"3",3," — Nachster Redner in der Debatte:","","","02",50,19134
"4",4," Alexander Radwan für die CDU/CSU-Fraktion.","","","03",50,19134
"5",5," Alexander Radwan:","","","04",50,19134
"6",6,"Meine sehr verehrten Damen und Herren! Wir sprechen heute über das Normandie-Format.","","","05",50,19134
"7",7," Über die beteiligten Personen möchte ich vorab sprechen:","","","06",50,19134
"8",8," Ich fand die Bemerkungen zu Beginn schon bemerkenswert.","","","07",50,19134
"9",9," An den Gesprächen haben ja auf ukrainischer Seite Präsident Selenskyj und auf russischer Seite Präsident Putin teilgenommen.","","","08",50,19134
"10",10," Präsident Selenskyj hat ja versucht, Vorleistungen zu erbringen, ein Stück weit die Brücke zu bauen, damit man in diesen Gesprächen produktiv weiterkommt.","","","09",50,19134
"11",11," Und auf der anderen Seite stand der russische Präsident Putin.","","","10",50,19134
"12",12," Lassen Sie mich in Erinnerung bringen:","","","11",50,19134
"13",13," Putin steht für mehrere Themen in der Welt.","","","12",50,19134
"14",14," Er steht für das Thema Syrien, wo er auch nicht gerade dafür bekannt ist, einen Friedensprozess zu befördern, sondern eher genau das Gegenteil.","","","13",50,19134
"15",15," Putin steht dafür, den INF-Vertrag schleichend zu unterlaufen.","","","14",50,19134
"16",16," — Herr Hampel, ich komme gleich zu Ihnen.","","","15",50,19134
"17",17," — Und zuletzt, neben den Verhandlungen mit der Ukraine, hatten wir gerade den Todesfall im Tiergarten, die Tötung im Tiergarten.","","","16",50,19134
"18",18," Präsident Putin war über diese Situation bestens informiert.","","","17",50,19134
"19",19,"Wissen Sie, was all dem die Krone aufsetzt, Herr Hampel? Dass Sie in Ihrer Rede sagen, Grundlage von Diplomatie ist Vertrauen, und damit in die Richtung des Außenministers der Bundesregierung deuten, aber mit keinem Wort erwähnen, dass die Aktionen der Russen in den letzten Jahren nach Ihrer Definition jegliche Diplomatie eigentlich unmöglich gemacht haben, weil jede Handlung letztendlich Vertrauen zerstört hat.","","","18",50,19134
"20",20," Wenn Sie einen solchen Satz in den Mund nehmen, würde ich erwarten, dass Sie sowas hier auch ansprechen und dies nicht verschweigen, meine Damen und Herren.","","","19",50,19134
"21",21," Lassen Sie mich noch etwas anderes erwähnen, weil Sie gefragt haben:","","","20",50,19134
"22",22," Wo ist denn die Bundesregierung in diesem ganzen Prozess gewesen? Es war das NormandieFormat und es war der Minsker Prozess, den Kanzlerin Merkel angestoßen hat — vielleicht haben Sie das vergessen und den sie seitdem regelmäßig begleitet.","","","21",50,19134
"23",23," Sie arbeitet daran, ihn weiterzuentwickeln.","","","22",50,19134
"24",24,"Jetzt hatten wir die Gespräche.","","","23",50,19134
"25",25," Es sind kleine Schritte in diesem Bereich.","","","24",50,19134
"26",26," Es müssen kleine Schritte sein, mit denen wir Stück für Stück vorankommen.","","","25",50,19134
"27",27," Es wurde ja angesprochen:","","","26",50,19134
"28",28," Das ist der Waffenstillstand, der hoffentlich dieses Jahr greift.","","","27",50,19134
"29",29," Das ist die militärische Entflechtung.","","","28",50,19134
"30",30," Und es sind der Gefangenenaustausch und die humanitäre Unterstützung, mit der den Menschen vor Ort hoffentlich geholfen werden kann.","","","29",50,19134
"31",31," Es muss in unserem Fokus stehen, den Menschen vor Ort im Umgang mit einem Gesprächspartner zu helfen, den Sie ja regelmäßig loben.","","","30",50,19134
"32",32,"Jetzt stehen natürlich politische Fragen im Raum, etwa die Fragen:","","","31",50,19134
"33",33," Wie ist zukünftig der rechtliche Status dieser Region? Wird es zu Kommunalwahlen kommen? Wenn ja, in welcher Form? Wir werden innerhalb von vier Monaten wieder zusammentreffen — die vier Monate sind hoffentlich ein Druckmittel —, um hier ein Stück weit voranzukommen und Signale zu senden.","","","32",50,19134
"34",34,"Es muss unsere klare Aussage sein:","","","33",50,19134
"35",35," Der Umgang und die Weiterentwicklung der Ukraine sind für uns für den zukünftigen Umgang mit Russland essenziell.","","","34",50,19134
"36",36," Wir können schlicht und ergreifend nicht sagen:","","","35",50,19134
"37",37," Wie es mit Russland weitergeht, ist unabhängig von der Ukraine.","","","36",50,19134
"38",38," — So habe ich es bei der Darlegung Ihrer Außenpolitik sowohl mit Blick auf die Ukraine als auch mit Blick auf Syrien wahrgenommen.","","","37",50,19134
"39",39,"Eines müssen wir aus dieser Situation auch lernen:","","","38",50,19134
"40",40," Der Konflikt ist in Europa.","","","39",50,19134
"41",41," Es ist symbolhaft:","","","40",50,19134
"42",42," Gott sei Dank sind es Frankreich und Deutschland, Deutschland und Frankreich, die hier die Initiative ergreifen.","","","41",50,19134
"43",43," Das führt uns vor Augen:","","","42",50,19134
"44",44," Wir müssen in Europa auch zukünftig Schritte gehen und eigene Verantwortung für unsere Nachbarschaft übernehmen, für den Frieden in Europa.","","","43",50,19134
"45",45,"Darum gilt auch in diesem Rahmen die aktuelle NATO-Doktrin:","","","44",50,19134
"46",46," Dialog und Abschreckung.","","","45",50,19134
"47",47," Dialog ist notwendig.","","","46",50,19134
"48",48," Aber wir müssen auch die Kapazitäten bilden, meine Damen und Herren, jemandem wie Putin entsprechend zu begegnen.","","","47",50,19134
"49",49," Das werden aus meiner Sicht die Aufgabe und die Aufforderung an die nächste Kommission sein.","","","48",50,19134
"50",50,"Sanktionen sind ein Schwert, das wir auf der wirtschaftlichen Seite haben.","","","49",50,19134
"51",51," Aber, meine Damen und Herren, das reicht nicht; da schaue ich gerade nach rechts.","","","50",50,19134
"52",52," Appelle allein werden zukünftig nicht reichen, sondern wir brauchen Verantwortung.","","","51",50,19134
"53",53," Da ist Europa gefordert.","","","52",50,19134
"54",54," Da müssen wir erwachsen werden und entsprechend handeln.","","","53",50,19134
"55",55," Das muss für uns der Auftakt für die zukünftige Außenpolitik sein.","","","54",50,19134
"56",56,"Besten Dank.
Vizepräsidentin Claudia ","","","55",50,19134
