"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",88,19104
"2",2," Herr Kollege, gestatten Sie eine Zwischenfrage?Marian Wendt:","","","01",88,19104
"3",3," Nein.","","","02",88,19104
"4",4," — Ich erlaube in der Debatte grundsätzlich keine Zwischenfragen, und damit ist das gut.","","","03",88,19104
"5",5,"Wenn Sie es mit dem Verbot der Hisbollah wirklich ernst meinen und Israel als Partner unterstützen wollen, warum verurteilen Sie nicht zunächst Ihre Freunde aus Russland? Denn neben der Finanzierung aus dem Iran liefern fast ausschließlich Russland und China Waffen und Material an die Hisbollah und unterstützen damit den Kampf gegen Israel.","","","04",88,19104
"6",6," Wenn Sie es ehrlich meinen, würden Sie doch als Erstes dort ansetzen und dazu etwas in Ihrem Antrag schreiben.","","","05",88,19104
"7",7," Aber nein, Sie tun es nicht.","","","06",88,19104
"8",8," Wie sagt der Volksmund:","","","07",88,19104
"9",9," Die Hand, die einen füttert, beißt man nicht.","","","08",88,19104
"10",10,"Meine Damen und Herren der AfD, das Letzte, was unsere Freunde aus Israel und die jüdische Community brauchen, ist die Unterstützung durch Ihre Partei und Ihre Fraktion.","","","09",88,19104
"11",11," Das hat nicht zuletzt auch der Präsident des Zentralrats der Juden in Deutschland, Josef Schuster, eindeutig klargemacht.","","","10",88,19104
"12",12," Er bezeichnete die Organisation „Juden in der AfD“ als ein Feigenblatt, und er beschrieb Ihre Partei zutreffend wie folgt:","","","11",88,19104
"13",13," In der Partei werden Menschen geduldet, die rassistisch sind, die fremdenfeindlich argumentieren und die einen Vorsitzenden haben, Herr Gauland,der den Nationalsozialismus mit einem Vogelschiss in der Geschichte vergleicht.","","","12",88,19104
"14",14," Das sind Sie! Deswegen:","","","13",88,19104
"15",15," Setzen Sie sich, und seien Sie in dieser Debatte am besten ruhig!Deutschland und die Europäische Union haben ein Interesse an einem stabilen Libanon und an einem stabilen Nahen Osten.","","","14",88,19104
"16",16," Wir werden alles tun, damit Menschenrechtsverletzungen und terroristische Aktivitäten bekämpft werden, und wir werden uns gemeinsam als CDU/CSU-geführte Koalitionsregierung dafür einsetzen, alles gegen die Hisbollah auf europäischer Ebene zu tun.","","","15",88,19104
"17",17,"Vielen Dank.","","","16",88,19104
"18",18," Vizeprasident Dr.
 Hans-Peter ","","","17",88,19104
