"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",98,19104
"2",2,"Letzter Redner ist der Kollege Roderich Kiesewetter, CDU/CSU-Fraktion.","","","01",98,19104
"3",3," Roderich Kiesewetter:","","","02",98,19104
"4",4," Dadurch wird es nicht falscher, sondern nur besser.","","","03",98,19104
"5",5," Herr Präsident! Meine sehr geehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Ich glaube, die heutige Debatte hat gezeigt, dass die Frage ,,Hisbollah gleich Terrororganisation“ auch eine starke auBenpolitische Komponente hat.","","","04",98,19104
"6",6," Es gibt nicht nur rund 1 000 Hisbollah-Anhänger in Deutschland.","","","05",98,19104
"7",7," Die Hisbollah sitzt auch in der libanesischen Regierung, führt einen unsäglichen Krieg an der Seite Assads gegen das syrische Volk und richtet über 130 000 Raketen gegen Israel.","","","06",98,19104
"8",8," Und hier bringt eine Fraktion einen Antrag für das Verbot der Hisbollah ein, die sich im letzten Jahr mit dem Auftraggeber der Hisbollah, nämlich mit Assad, getroffen hat, um deutlich zu machen, wen sie wirklich unterstützt.","","","07",98,19104
"9",9," Was für ein Widerspruch! Ich glaube, die innenpolitische Komponente — Stichwort „Vereinsverbot“ - ist hier klar geworden.","","","08",98,19104
"10",10," Die Kollegen Marian Wendt und Christoph de Vries haben sehr klar herausgearbeitet, dass es hier nicht um die gesamte Hisbollah geht, sondern um etwa 30 Vereine.","","","09",98,19104
"11",11," Mir geht es um die außenpolitische Frage.","","","10",98,19104
"12",12," Hierbei spielt schon sehr stark eine Rolle, ob es uns gelingt, neben dem innenpolitischen Vereinsverbot die Hisbollah außenpolitisch, auf europäischer Ebene in das EU-Sanktionsregime zu bekommen.","","","11",98,19104
"13",13," Wir haben die Hisbollah in einen militärischen und einen politischen Arm getrennt und uns auf europäischer Ebene leider nur darüber verständigen können, dass wir den militärischen Arm als Terrororganisation listen.","","","12",98,19104
"14",14," Das war aber wichtig, damit wir eine gemeinsame europäische Position erarbeiten konnten.","","","13",98,19104
"15",15," Ohne diese ausRoderich Kiesewettermeiner Sicht künstliche Trennung wäre es uns nicht gelungen, diese Position in der EU zu erarbeiten.","","","14",98,19104
"16",16," Deswegen sollten wir in einem weiteren Schritt darauf hinwirken, dass wir in Europa die Gesamtorganisation als Terrororganisation benennen.","","","15",98,19104
"17",17," Selbst das Bundesverwaltungsgericht hat am 16.","","","16",98,19104
"18",18," November 2015 festgestellt, dass die Hisbollah in jeglichem Handeln gegen den Gedanken der Völkerverständigung gerichtet ist.","","","17",98,19104
"19",19," Wenn eine Organisation gegen den Gedanken der Völkerverständigung gerichtet ist, verstehe ich nicht, dass die Antragsteller sich mit dem größten Kriegsverbrecher, der zurzeit in der Welt agiert, gemeinmachen.","","","18",98,19104
"20",20,"Liebe Kolleginnen und Kollegen, wir sollten noch einen anderen Aspekt betrachten:","","","19",98,19104
"21",21," Das Hisbollah-Verbot ist ähnlich wie einige andere Maßnahmen Teil einer US-amerikanischen Strategie für den Nahen und Mittleren Osten, nämlich der Strategie des maximalen Drucks auf den Iran.","","","20",98,19104
"22",22," Die Bundesrepublik hat hierbei eine ausgewogenere Maklerposition, weil wir in Bezug auf den Libanon auch ein hohes Interesse daran haben, dass dieses Land, das über 1 Million Flüchtlinge aufgenommen hat, stabil bleibt.","","","21",98,19104
"23",23," Da die Hisbollah Teil der Regierung ist und unter anderem das Gesundheitsministerium führt, müssen wir Gesprächskanäle haben.","","","22",98,19104
"24",24,"Wenn wir mit unserem engsten Partner, mit Israel, sprechen, so hören wir da sehr Unterschiedliches, aber keine gemeinsame israelische Position mit Blick auf das Hisbollah-Verbot.","","","23",98,19104
"25",25," Deswegen, glaube ich, steht es unserem Hause gut an, wenn wir alles tun, um sowohl innenpolitisch als auch außenpolitisch eine gemeinsame Position zu erreichen.","","","24",98,19104
"26",26," Am Ende der Diskussion, liebe Kolleginnen und Kollegen, kann innenpolitisch ein Hisbollah-Verbot in Deutschland stehen.","","","25",98,19104
"27",27," Am Ende kann auch der Antrag Deutschlands in der Europäischen Union auf eine Gesamtbetrachtung der Hisbollah als Terrororganisation stehen — aber bitte am Ende der Debatte und nicht zu Beginn.","","","26",98,19104
"28",28,"Herzlichen Dank für die Aufmerksamkeit.","","","27",98,19104
"29",29,"Vizepräsident Dr.
 Hans-Peter ","","","28",98,19104
